CREATED AT 2026/06/30 00:37:27 FOR 2026/06/30
Delivery Hour,Interval,Pricing Location,LMP,Energy Loss Price,Energy Congestion Price
1,3,BUTTONVLE-LT.LFQZ,34.95,-0.10,0.00
1,4,BUTTONVLE-LT.LFQZ,34.75,-0.10,0.00
1,5,BUTTONVLE-LT.LFQZ,34.18,-0.10,0.00
1,6,BUTTONVLE-LT.LFQZ,34.68,-0.10,0.00
1,7,BUTTONVLE-LT.LFQZ,36.20,-0.11,0.00
1,8,BUTTONVLE-LT.LFQZ,35.89,-0.11,0.00
1,9,BUTTONVLE-LT.LFQZ,36.20,-0.11,0.00
1,1,CALEDONIA-LT_HALD,37.36,-0.04,0.00
1,2,CALEDONIA-LT_HALD,36.90,-0.04,0.00
1,3,CALEDONIA-LT_HALD,35.02,-0.04,0.00
1,4,CALEDONIA-LT_HALD,34.82,-0.03,0.00
1,5,CALEDONIA-LT_HALD,34.25,-0.03,0.00
1,6,CALEDONIA-LT_HALD,34.75,-0.03,0.00
1,7,CALEDONIA-LT_HALD,36.27,-0.04,0.00
1,8,CALEDONIA-LT_HALD,35.96,-0.04,0.00
1,9,CALEDONIA-LT_HALD,36.27,-0.04,0.00
1,1,CALMLAKE-LT.G1,8.49,-2.90,-26.01
1,2,CALMLAKE-LT.G1,5.74,-2.86,-28.34
1,3,CALMLAKE-LT.G1,5.77,-2.72,-26.56
1,4,CALMLAKE-LT.G1,5.71,-2.70,-26.44
1,5,CALMLAKE-LT.G1,8.27,-2.66,-23.36
1,6,CALMLAKE-LT.G1,8.33,-2.70,-23.76
1,7,CALMLAKE-LT.G1,33.49,-2.81,0.00
1,8,CALMLAKE-LT.G1,8.41,-2.79,-24.80
1,9,CALMLAKE-LT.G1,8.44,-2.81,-25.06
1,1,CALSTOCKDS-LT.T1A_LF,34.69,-2.71,0.00
1,2,CALSTOCKDS-LT.T1A_LF,34.26,-2.67,0.00
1,3,CALSTOCKDS-LT.T1A_LF,32.51,-2.54,0.00
1,4,CALSTOCKDS-LT.T1A_LF,32.34,-2.52,0.00
1,5,CALSTOCKDS-LT.T1A_LF,31.80,-2.48,0.00
1,6,CALSTOCKDS-LT.T1A_LF,32.27,-2.52,0.00
1,7,CALSTOCKDS-LT.T1A_LF,33.68,-2.63,0.00
1,8,CALSTOCKDS-LT.T1A_LF,33.39,-2.60,0.00
1,9,CALSTOCKDS-LT.T1A_LF,33.68,-2.63,0.00
1,1,CALSTOCKGS-LT.G1,34.69,-2.71,0.00
1,2,CALSTOCKGS-LT.G1,34.26,-2.67,0.00
1,3,CALSTOCKGS-LT.G1,32.51,-2.54,0.00
1,4,CALSTOCKGS-LT.G1,32.34,-2.52,0.00
1,5,CALSTOCKGS-LT.G1,31.80,-2.48,0.00
1,6,CALSTOCKGS-LT.G1,32.27,-2.52,0.00
1,7,CALSTOCKGS-LT.G1,33.68,-2.63,0.00
1,8,CALSTOCKGS-LT.G1,33.39,-2.60,0.00
1,9,CALSTOCKGS-LT.G1,33.68,-2.63,0.00
1,1,CAMBRIAN-LT.TOTAL_LOAD,39.20,1.80,0.00
1,2,CAMBRIAN-LT.TOTAL_LOAD,38.72,1.78,0.00
1,3,CAMBRIAN-LT.TOTAL_LOAD,36.74,1.69,0.00
1,4,CAMBRIAN-LT.TOTAL_LOAD,36.54,1.68,0.00
1,5,CAMBRIAN-LT.TOTAL_LOAD,35.94,1.65,0.00
1,6,CAMBRIAN-LT.TOTAL_LOAD,36.46,1.68,0.00
1,7,CAMBRIAN-LT.TOTAL_LOAD,38.06,1.75,0.00
1,8,CAMBRIAN-LT.TOTAL_LOAD,37.74,1.74,0.00
1,9,CAMBRIAN-LT.TOTAL_LOAD,38.06,1.75,0.00
1,1,CAMBRIDGE1-LT.LFJZ,37.77,0.38,0.00
1,2,CAMBRIDGE1-LT.LFJZ,37.31,0.37,0.00
1,3,CAMBRIDGE1-LT.LFJZ,35.40,0.35,0.00
1,4,CAMBRIDGE1-LT.LFJZ,35.21,0.35,0.00
1,5,CAMBRIDGE1-LT.LFJZ,34.63,0.35,0.00
1,6,CAMBRIDGE1-LT.LFJZ,35.13,0.35,0.00
1,7,CAMBRIDGE1-LT.LFJZ,36.67,0.37,0.00
1,8,CAMBRIDGE1-LT.LFJZ,36.36,0.36,0.00
1,9,CAMBRIDGE1-LT.LFJZ,36.67,0.37,0.00
1,1,CAMERONFALLS-LT.AG17,-100.00,-5.30,-132.10
1,2,CAMERONFALLS-LT.AG17,-100.00,-5.23,-131.71
1,3,CAMERONFALLS-LT.AG17,-100.00,-4.96,-130.09
1,4,CAMERONFALLS-LT.AG17,-100.00,-4.94,-129.92
1,5,CAMERONFALLS-LT.AG17,-100.00,-4.86,-129.43
1,6,CAMERONFALLS-LT.AG17,-100.00,-4.93,-129.86
1,7,CAMERONFALLS-LT.AG17,-100.00,-5.14,-131.17
1,8,CAMERONFALLS-LT.AG17,-100.00,-5.10,-130.90
1,9,CAMERONFALLS-LT.AG17,-100.00,-5.14,-131.16
1,1,CAMERONFALLS-LT.AG234,-100.00,-5.32,-132.07
1,2,CAMERONFALLS-LT.AG234,-100.00,-5.26,-131.68
1,3,CAMERONFALLS-LT.AG234,-100.00,-4.99,-130.06
1,4,CAMERONFALLS-LT.AG234,-100.00,-4.96,-129.89
1,5,CAMERONFALLS-LT.AG234,-100.00,-4.88,-129.40
1,6,CAMERONFALLS-LT.AG234,-100.00,-4.95,-129.83
1,7,CAMERONFALLS-LT.AG234,-100.00,-5.17,-131.14
1,8,CAMERONFALLS-LT.AG234,-100.00,-5.13,-130.87
1,9,CAMERONFALLS-LT.AG234,-100.00,-5.17,-131.14
1,1,CAMERONFALLS-LT.AG56,-100.00,-5.32,-132.07
1,2,CAMERONFALLS-LT.AG56,-100.00,-5.26,-131.68
1,3,CAMERONFALLS-LT.AG56,-100.00,-4.99,-130.06
1,4,CAMERONFALLS-LT.AG56,-100.00,-4.96,-129.89
1,5,CAMERONFALLS-LT.AG56,-100.00,-4.88,-129.40
1,6,CAMERONFALLS-LT.AG56,-100.00,-4.95,-129.83
1,7,CAMERONFALLS-LT.AG56,-100.00,-5.17,-131.14
1,8,CAMERONFALLS-LT.AG56,-100.00,-5.13,-130.87
1,9,CAMERONFALLS-LT.AG56,-100.00,-5.17,-131.14
1,1,CAMPBELL-LT.G_EASTVIEW,37.62,0.23,0.00
1,2,CAMPBELL-LT.G_EASTVIEW,37.16,0.22,0.00
1,3,CAMPBELL-LT.G_EASTVIEW,35.26,0.21,0.00
1,4,CAMPBELL-LT.G_EASTVIEW,35.07,0.21,0.00
1,5,CAMPBELL-LT.G_EASTVIEW,34.49,0.21,0.00
1,6,CAMPBELL-LT.G_EASTVIEW,34.99,0.21,0.00
1,7,CAMPBELL-LT.G_EASTVIEW,36.53,0.22,0.00
1,8,CAMPBELL-LT.G_EASTVIEW,36.22,0.22,0.00
1,9,CAMPBELL-LT.G_EASTVIEW,36.53,0.22,0.00
1,1,CAMPBELL-LT.LFBEJQYZ,37.62,0.23,0.00
1,2,CAMPBELL-LT.LFBEJQYZ,37.16,0.22,0.00
1,3,CAMPBELL-LT.LFBEJQYZ,35.26,0.21,0.00
1,4,CAMPBELL-LT.LFBEJQYZ,35.07,0.21,0.00
1,5,CAMPBELL-LT.LFBEJQYZ,34.49,0.21,0.00
1,6,CAMPBELL-LT.LFBEJQYZ,34.99,0.21,0.00
1,7,CAMPBELL-LT.LFBEJQYZ,36.53,0.22,0.00
1,8,CAMPBELL-LT.LFBEJQYZ,36.22,0.22,0.00
1,9,CAMPBELL-LT.LFBEJQYZ,36.53,0.22,0.00
1,1,CANYON-LT.AG145_A,36.92,-0.48,0.00
1,2,CANYON-LT.AG145_A,36.46,-0.47,0.00
1,3,CANYON-LT.AG145_A,34.60,-0.45,0.00
1,4,CANYON-LT.AG145_A,34.41,-0.45,0.00
1,5,CANYON-LT.AG145_A,33.84,-0.44,0.00
1,6,CANYON-LT.AG145_A,34.34,-0.45,0.00
1,7,CANYON-LT.AG145_A,35.84,-0.47,0.00
1,8,CANYON-LT.AG145_A,35.54,-0.46,0.00
1,9,CANYON-LT.AG145_A,35.84,-0.47,0.00
1,1,CANYON-LT.G2_A,36.20,-1.19,0.00
1,2,CANYON-LT.G2_A,35.76,-1.18,0.00
1,3,CANYON-LT.G2_A,33.93,-1.12,0.00
1,4,CANYON-LT.G2_A,33.74,-1.11,0.00
1,5,CANYON-LT.G2_A,33.19,-1.10,0.00
1,6,CANYON-LT.G2_A,33.67,-1.11,0.00
1,7,CANYON-LT.G2_A,35.15,-1.16,0.00
1,8,CANYON-LT.G2_A,34.85,-1.15,0.00
1,9,CANYON-LT.G2_A,35.15,-1.16,0.00
1,1,CANYON-LT.G3_A,36.20,-1.19,0.00
1,2,CANYON-LT.G3_A,35.76,-1.18,0.00
1,3,CANYON-LT.G3_A,33.93,-1.12,0.00
1,4,CANYON-LT.G3_A,33.74,-1.11,0.00
1,5,CANYON-LT.G3_A,33.19,-1.10,0.00
1,6,CANYON-LT.G3_A,33.67,-1.11,0.00
1,7,CANYON-LT.G3_A,35.15,-1.16,0.00
1,8,CANYON-LT.G3_A,34.85,-1.15,0.00
1,9,CANYON-LT.G3_A,35.15,-1.16,0.00
1,1,CARDIFF-LT.LFBQ,37.32,-0.07,0.00
1,2,CARDIFF-LT.LFBQ,36.86,-0.07,0.00
1,3,CARDIFF-LT.LFBQ,34.98,-0.07,0.00
1,4,CARDIFF-LT.LFBQ,34.79,-0.07,0.00
1,5,CARDIFF-LT.LFBQ,34.21,-0.07,0.00
1,6,CARDIFF-LT.LFBQ,34.71,-0.07,0.00
1,7,CARDIFF-LT.LFBQ,36.24,-0.07,0.00
1,8,CARDIFF-LT.LFBQ,35.93,-0.07,0.00
1,9,CARDIFF-LT.LFBQ,36.23,-0.07,0.00
1,1,CARDINAL-115.T3_LF,35.45,-1.95,0.00
1,2,CARDINAL-115.T3_LF,35.01,-1.93,0.00
1,3,CARDINAL-115.T3_LF,33.22,-1.83,0.00
1,4,CARDINAL-115.T3_LF,33.04,-1.82,0.00
1,5,CARDINAL-115.T3_LF,32.50,-1.79,0.00
1,6,CARDINAL-115.T3_LF,32.97,-1.81,0.00
1,7,CARDINAL-115.T3_LF,34.42,-1.89,0.00
1,8,CARDINAL-115.T3_LF,34.12,-1.88,0.00
1,9,CARDINAL-115.T3_LF,34.41,-1.89,0.00
1,1,CARDINAL-LT.AG12,35.45,-1.95,0.00
1,2,CARDINAL-LT.AG12,35.01,-1.93,0.00
1,3,CARDINAL-LT.AG12,33.22,-1.83,0.00
1,4,CARDINAL-LT.AG12,33.04,-1.82,0.00
1,5,CARDINAL-LT.AG12,32.50,-1.79,0.00
1,6,CARDINAL-LT.AG12,32.97,-1.81,0.00
1,7,CARDINAL-LT.AG12,34.42,-1.89,0.00
1,8,CARDINAL-LT.AG12,34.12,-1.88,0.00
1,9,CARDINAL-LT.AG12,34.41,-1.89,0.00
1,1,CARIBOUFALLS-LT.AG123,8.02,-3.37,-26.01
1,2,CARIBOUFALLS-LT.AG123,5.27,-3.33,-28.34
1,3,CARIBOUFALLS-LT.AG123,5.33,-3.16,-26.56
1,4,CARIBOUFALLS-LT.AG123,5.27,-3.14,-26.44
1,5,CARIBOUFALLS-LT.AG123,5.35,-3.09,-25.84
1,6,CARIBOUFALLS-LT.AG123,5.35,-3.13,-26.30
1,7,CARIBOUFALLS-LT.AG123,5.35,-3.27,-27.69
1,8,CARIBOUFALLS-LT.AG123,5.35,-3.24,-27.41
1,9,CARIBOUFALLS-LT.AG123,5.35,-3.27,-27.69
1,1,CARLAW-LT.T1_LF,37.43,0.04,0.00
1,2,CARLAW-LT.T1_LF,36.97,0.04,0.00
1,3,CARLAW-LT.T1_LF,35.09,0.04,0.00
1,4,CARLAW-LT.T1_LF,34.89,0.03,0.00
1,5,CARLAW-LT.T1_LF,34.32,0.03,0.00
1,6,CARLAW-LT.T1_LF,34.82,0.03,0.00
1,7,CARLAW-LT.T1_LF,36.34,0.04,0.00
1,8,CARLAW-LT.T1_LF,36.04,0.04,0.00
1,9,CARLAW-LT.T1_LF,36.34,0.04,0.00
1,1,CARLING-LT.TT15_LF,39.32,1.93,0.00
1,2,CARLING-LT.TT15_LF,38.84,1.90,0.00
1,3,CARLING-LT.TT15_LF,36.86,1.81,0.00
1,4,CARLING-LT.TT15_LF,36.65,1.80,0.00
1,5,CARLING-LT.TT15_LF,36.05,1.77,0.00
1,6,CARLING-LT.TT15_LF,36.58,1.79,0.00
1,7,CARLING-LT.TT15_LF,38.18,1.87,0.00
1,8,CARLING-LT.TT15_LF,37.85,1.85,0.00
1,9,CARLING-LT.TT15_LF,38.18,1.87,0.00
1,1,CARLTON-LT.T1_LF,37.10,-0.30,0.00
1,2,CARLTON-LT.T1_LF,36.64,-0.29,0.00
1,3,CARLTON-LT.T1_LF,34.77,-0.28,0.00
1,4,CARLTON-LT.T1_LF,34.58,-0.28,0.00
1,5,CARLTON-LT.T1_LF,34.01,-0.27,0.00
1,6,CARLTON-LT.T1_LF,34.51,-0.28,0.00
1,7,CARLTON-LT.T1_LF,36.02,-0.29,0.00
1,8,CARLTON-LT.T1_LF,35.71,-0.29,0.00
1,9,CARLTON-LT.T1_LF,36.02,-0.29,0.00
1,1,CARMEUSELIME-LT.T1_LF,36.88,-0.52,0.00
1,2,CARMEUSELIME-LT.T1_LF,36.43,-0.51,0.00
1,3,CARMEUSELIME-LT.T1_LF,34.57,-0.48,0.00
1,4,CARMEUSELIME-LT.T1_LF,34.38,-0.48,0.00
1,5,CARMEUSELIME-LT.T1_LF,33.81,-0.47,0.00
1,6,CARMEUSELIME-LT.T1_LF,34.30,-0.48,0.00
1,7,CARMEUSELIME-LT.T1_LF,35.81,-0.50,0.00
1,8,CARMEUSELIME-LT.T1_LF,35.50,-0.50,0.00
1,9,CARMEUSELIME-LT.T1_LF,35.81,-0.50,0.00
1,1,CARMICHAEL-LT.G1,35.02,-2.38,0.00
1,2,CARMICHAEL-LT.G1,34.58,-2.35,0.00
1,3,CARMICHAEL-LT.G1,32.82,-2.23,0.00
1,4,CARMICHAEL-LT.G1,32.64,-2.22,0.00
1,5,CARMICHAEL-LT.G1,32.10,-2.18,0.00
1,6,CARMICHAEL-LT.G1,32.57,-2.21,0.00
1,7,CARMICHAEL-LT.G1,34.00,-2.31,0.00
1,8,CARMICHAEL-LT.G1,33.71,-2.29,0.00
1,9,CARMICHAEL-LT.G1,33.99,-2.31,0.00
1,1,CARMICHAEL-LT.G2,35.02,-2.38,0.00
1,2,CARMICHAEL-LT.G2,34.58,-2.35,0.00
1,3,CARMICHAEL-LT.G2,32.82,-2.23,0.00
1,4,CARMICHAEL-LT.G2,32.64,-2.22,0.00
1,5,CARMICHAEL-LT.G2,32.10,-2.18,0.00
1,6,CARMICHAEL-LT.G2,32.57,-2.21,0.00
1,7,CARMICHAEL-LT.G2,34.00,-2.31,0.00
1,8,CARMICHAEL-LT.G2,33.71,-2.29,0.00
1,9,CARMICHAEL-LT.G2,33.99,-2.31,0.00
1,1,CARTERCGS-LT.AG12,37.74,0.34,0.00
1,2,CARTERCGS-LT.AG12,37.27,0.34,0.00
1,3,CARTERCGS-LT.AG12,35.37,0.32,0.00
1,4,CARTERCGS-LT.AG12,35.17,0.32,0.00
1,5,CARTERCGS-LT.AG12,34.59,0.31,0.00
1,6,CARTERCGS-LT.AG12,35.10,0.32,0.00
1,7,CARTERCGS-LT.AG12,36.64,0.33,0.00
1,8,CARTERCGS-LT.AG12,36.33,0.33,0.00
1,9,CARTERCGS-LT.AG12,36.64,0.33,0.00
1,1,CATLAKE-LT.T1_LF,10.47,-0.91,-26.01
1,2,CATLAKE-LT.T1_LF,7.70,-0.90,-28.34
1,3,CATLAKE-LT.T1_LF,7.64,-0.85,-26.56
1,4,CATLAKE-LT.T1_LF,7.56,-0.85,-26.44
1,5,CATLAKE-LT.T1_LF,10.09,-0.84,-23.36
1,6,CATLAKE-LT.T1_LF,10.18,-0.85,-23.76
1,7,CATLAKE-LT.T1_LF,35.42,-0.89,0.00
1,8,CATLAKE-LT.T1_LF,10.32,-0.88,-24.80
1,9,CATLAKE-LT.T1_LF,10.37,-0.89,-25.06
1,1,CAVANAGH-LT.LFJQ,37.29,-0.11,0.00
1,2,CAVANAGH-LT.LFJQ,36.83,-0.11,0.00
1,3,CAVANAGH-LT.LFJQ,34.95,-0.10,0.00
1,4,CAVANAGH-LT.LFJQ,34.75,-0.10,0.00
1,5,CAVANAGH-LT.LFJQ,34.18,-0.10,0.00
1,6,CAVANAGH-LT.LFJQ,34.68,-0.10,0.00
1,7,CAVANAGH-LT.LFJQ,36.20,-0.11,0.00
1,8,CAVANAGH-LT.LFJQ,35.89,-0.11,0.00
1,9,CAVANAGH-LT.LFJQ,36.20,-0.11,0.00
1,1,CECIL-LT.TT1_LF,37.47,0.07,0.00
1,2,CECIL-LT.TT1_LF,37.01,0.07,0.00
1,3,CECIL-LT.TT1_LF,35.12,0.07,0.00
1,4,CECIL-LT.TT1_LF,34.93,0.07,0.00
1,5,CECIL-LT.TT1_LF,34.35,0.07,0.00
1,6,CECIL-LT.TT1_LF,34.85,0.07,0.00
1,7,CECIL-LT.TT1_LF,36.38,0.07,0.00
1,8,CECIL-LT.TT1_LF,36.07,0.07,0.00
1,9,CECIL-LT.TT1_LF,36.38,0.07,0.00
1,1,CEDAR-LT.TT1_LF,37.62,0.23,0.00
1,2,CEDAR-LT.TT1_LF,37.16,0.22,0.00
1,3,CEDAR-LT.TT1_LF,35.26,0.21,0.00
1,4,CEDAR-LT.TT1_LF,35.07,0.21,0.00
1,5,CEDAR-LT.TT1_LF,34.49,0.21,0.00
1,6,CEDAR-LT.TT1_LF,34.99,0.21,0.00
1,7,CEDAR-LT.TT1_LF,36.53,0.22,0.00
1,8,CEDAR-LT.TT1_LF,36.22,0.22,0.00
1,9,CEDAR-LT.TT1_LF,36.53,0.22,0.00
1,1,CEDARPOINT-LT.AG_T1,36.24,-1.16,0.00
1,2,CEDARPOINT-LT.AG_T1,35.79,-1.15,0.00
1,3,CEDARPOINT-LT.AG_T1,33.96,-1.09,0.00
1,4,CEDARPOINT-LT.AG_T1,33.78,-1.08,0.00
1,5,CEDARPOINT-LT.AG_T1,33.22,-1.06,0.00
1,6,CEDARPOINT-LT.AG_T1,33.70,-1.08,0.00
1,7,CEDARPOINT-LT.AG_T1,35.18,-1.13,0.00
1,8,CEDARPOINT-LT.AG_T1,34.88,-1.12,0.00
1,9,CEDARPOINT-LT.AG_T1,35.18,-1.13,0.00
1,1,CENTRALIA-LT.TT_LF,37.81,0.42,0.00
1,2,CENTRALIA-LT.TT_LF,37.35,0.41,0.00
1,3,CENTRALIA-LT.TT_LF,35.44,0.39,0.00
1,4,CENTRALIA-LT.TT_LF,35.24,0.39,0.00
1,5,CENTRALIA-LT.TT_LF,34.66,0.38,0.00
1,6,CENTRALIA-LT.TT_LF,35.17,0.39,0.00
1,7,CENTRALIA-LT.TT_LF,36.71,0.40,0.00
1,8,CENTRALIA-LT.TT_LF,36.40,0.40,0.00
1,9,CENTRALIA-LT.TT_LF,36.71,0.40,0.00
1,1,CENTREPOINT-LT.T12,39.41,2.01,0.00
1,2,CENTREPOINT-LT.T12,38.92,1.98,0.00
1,3,CENTREPOINT-LT.T12,36.93,1.88,0.00
1,4,CENTREPOINT-LT.T12,36.73,1.87,0.00
1,5,CENTREPOINT-LT.T12,36.13,1.84,0.00
1,6,CENTREPOINT-LT.T12,36.65,1.87,0.00
1,7,CENTREPOINT-LT.T12,38.26,1.95,0.00
1,8,CENTREPOINT-LT.T12,37.93,1.93,0.00
1,9,CENTREPOINT-LT.T12,38.26,1.95,0.00
1,1,CHALKRIVER-LT.T1234,39.04,1.64,0.00
1,2,CHALKRIVER-LT.T1234,38.56,1.62,0.00
1,3,CHALKRIVER-LT.T1234,36.59,1.54,0.00
1,4,CHALKRIVER-LT.T1234,36.39,1.53,0.00
1,5,CHALKRIVER-LT.T1234,35.79,1.50,0.00
1,6,CHALKRIVER-LT.T1234,36.31,1.52,0.00
1,7,CHALKRIVER-LT.T1234,37.90,1.59,0.00
1,8,CHALKRIVER-LT.T1234,37.58,1.58,0.00
1,9,CHALKRIVER-LT.T1234,37.90,1.59,0.00
1,1,CHAPLEAU-LT.T2_LF,36.70,-0.70,0.00
1,2,CHAPLEAU-LT.T2_LF,36.25,-0.69,0.00
1,3,CHAPLEAU-LT.T2_LF,34.40,-0.65,0.00
1,4,CHAPLEAU-LT.T2_LF,34.21,-0.65,0.00
1,5,CHAPLEAU-LT.T2_LF,33.64,-0.64,0.00
1,6,CHAPLEAU-LT.T2_LF,34.13,-0.65,0.00
1,7,CHAPLEAU-LT.T2_LF,35.63,-0.68,0.00
1,8,CHAPLEAU-LT.T2_LF,35.33,-0.67,0.00
1,9,CHAPLEAU-LT.T2_LF,35.63,-0.68,0.00
1,1,CHAPLEAU-LT.TT_LF,36.70,-0.70,0.00
1,2,CHAPLEAU-LT.TT_LF,36.25,-0.69,0.00
1,3,CHAPLEAU-LT.TT_LF,34.40,-0.65,0.00
1,4,CHAPLEAU-LT.TT_LF,34.21,-0.65,0.00
1,5,CHAPLEAU-LT.TT_LF,33.64,-0.64,0.00
1,6,CHAPLEAU-LT.TT_LF,34.13,-0.65,0.00
1,7,CHAPLEAU-LT.TT_LF,35.63,-0.68,0.00
1,8,CHAPLEAU-LT.TT_LF,35.33,-0.67,0.00
1,9,CHAPLEAU-LT.TT_LF,35.63,-0.68,0.00
1,1,CHARLES-LT.TT_LF,37.47,0.07,0.00
1,2,CHARLES-LT.TT_LF,37.01,0.07,0.00
1,3,CHARLES-LT.TT_LF,35.12,0.07,0.00
1,4,CHARLES-LT.TT_LF,34.93,0.07,0.00
1,5,CHARLES-LT.TT_LF,34.35,0.07,0.00
1,6,CHARLES-LT.TT_LF,34.85,0.07,0.00
1,7,CHARLES-LT.TT_LF,36.38,0.07,0.00
1,8,CHARLES-LT.TT_LF,36.07,0.07,0.00
1,9,CHARLES-LT.TT_LF,36.38,0.07,0.00
1,1,CHATHAM-LT.AESLNR1_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.AESLNR1_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.AESLNR1_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.AESLNR1_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.AESLNR1_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.AESLNR1_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.AESLNR1_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.AESLNR1_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.AESLNR1_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.DRCTENGY_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.DRCTENGY_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.DRCTENGY_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.DRCTENGY_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.DRCTENGY_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.DRCTENGY_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.DRCTENGY_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.DRCTENGY_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.DRCTENGY_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.EDGECOM_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.EDGECOM_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.EDGECOM_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.EDGECOM_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.EDGECOM_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.EDGECOM_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.EDGECOM_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.EDGECOM_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.EDGECOM_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.EEC_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.EEC_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.EEC_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.EEC_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.EEC_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.EEC_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.EEC_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.EEC_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.EEC_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.ENERCORP_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.ENERCORP_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.ENERCORP_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.ENERCORP_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.ENERCORP_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.ENERCORP_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.ENERCORP_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.ENERCORP_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.ENERCORP_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.ENERNOC_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.ENERNOC_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.ENERNOC_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.ENERNOC_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.ENERNOC_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.ENERNOC_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.ENERNOC_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.ENERNOC_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.ENERNOC_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.ENPOWINC_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.ENPOWINC_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.ENPOWINC_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.ENPOWINC_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.ENPOWINC_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.ENPOWINC_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.ENPOWINC_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.ENPOWINC_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.ENPOWINC_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.GCPROJECT_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.GCPROJECT_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.GCPROJECT_DRA,34.40,-0.65,0.00
1,4,CHATHAM-LT.GCPROJECT_DRA,34.21,-0.65,0.00
1,5,CHATHAM-LT.GCPROJECT_DRA,33.64,-0.64,0.00
1,6,CHATHAM-LT.GCPROJECT_DRA,34.13,-0.65,0.00
1,7,CHATHAM-LT.GCPROJECT_DRA,35.63,-0.68,0.00
1,8,CHATHAM-LT.GCPROJECT_DRA,35.33,-0.67,0.00
1,9,CHATHAM-LT.GCPROJECT_DRA,35.63,-0.68,0.00
1,1,CHATHAM-LT.LINDE_DRA,36.70,-0.70,0.00
1,2,CHATHAM-LT.LINDE_DRA,36.25,-0.69,0.00
1,3,CHATHAM-LT.LINDE_DRA,34.40,-0.65,0.00
