CREATED AT 2026/06/30 00:37:27 FOR 2026/06/30
Delivery Hour,Interval,Pricing Location,LMP,Energy Loss Price,Energy Congestion Price
1,9,LONGLAC-LT.LFBY,-100.00,-4.57,-131.74
1,1,LONGLAKESF-LT.AG_T1,36.31,-1.09,0.00
1,2,LONGLAKESF-LT.AG_T1,35.86,-1.08,0.00
1,3,LONGLAKESF-LT.AG_T1,34.03,-1.02,0.00
1,4,LONGLAKESF-LT.AG_T1,33.84,-1.02,0.00
1,5,LONGLAKESF-LT.AG_T1,33.28,-1.00,0.00
1,6,LONGLAKESF-LT.AG_T1,33.77,-1.01,0.00
1,7,LONGLAKESF-LT.AG_T1,35.25,-1.06,0.00
1,8,LONGLAKESF-LT.AG_T1,34.95,-1.05,0.00
1,9,LONGLAKESF-LT.AG_T1,35.25,-1.06,0.00
1,1,LONGSAULTE-LT.G1,35.92,-1.47,0.00
1,2,LONGSAULTE-LT.G1,35.48,-1.45,0.00
1,3,LONGSAULTE-LT.G1,33.67,-1.38,0.00
1,4,LONGSAULTE-LT.G1,33.48,-1.37,0.00
1,5,LONGSAULTE-LT.G1,32.93,-1.35,0.00
1,6,LONGSAULTE-LT.G1,33.41,-1.37,0.00
1,7,LONGSAULTE-LT.G1,34.88,-1.43,0.00
1,8,LONGSAULTE-LT.G1,34.58,-1.42,0.00
1,9,LONGSAULTE-LT.G1,34.88,-1.43,0.00
1,1,LONGSAULTE-LT.G2,35.92,-1.47,0.00
1,2,LONGSAULTE-LT.G2,35.48,-1.45,0.00
1,3,LONGSAULTE-LT.G2,33.67,-1.38,0.00
1,4,LONGSAULTE-LT.G2,33.48,-1.37,0.00
1,5,LONGSAULTE-LT.G2,32.93,-1.35,0.00
1,6,LONGSAULTE-LT.G2,33.41,-1.37,0.00
1,7,LONGSAULTE-LT.G2,34.88,-1.43,0.00
1,8,LONGSAULTE-LT.G2,34.58,-1.42,0.00
1,9,LONGSAULTE-LT.G2,34.88,-1.43,0.00
1,1,LONGSAULTE-LT.G3,35.92,-1.47,0.00
1,2,LONGSAULTE-LT.G3,35.48,-1.45,0.00
1,3,LONGSAULTE-LT.G3,33.67,-1.38,0.00
1,4,LONGSAULTE-LT.G3,33.48,-1.37,0.00
1,5,LONGSAULTE-LT.G3,32.93,-1.35,0.00
1,6,LONGSAULTE-LT.G3,33.41,-1.37,0.00
1,7,LONGSAULTE-LT.G3,34.88,-1.43,0.00
1,8,LONGSAULTE-LT.G3,34.58,-1.42,0.00
1,9,LONGSAULTE-LT.G3,34.88,-1.43,0.00
1,1,LONGSAULTE-LT.G4,35.92,-1.47,0.00
1,2,LONGSAULTE-LT.G4,35.48,-1.45,0.00
1,3,LONGSAULTE-LT.G4,33.67,-1.38,0.00
1,4,LONGSAULTE-LT.G4,33.48,-1.37,0.00
1,5,LONGSAULTE-LT.G4,32.93,-1.35,0.00
1,6,LONGSAULTE-LT.G4,33.41,-1.37,0.00
1,7,LONGSAULTE-LT.G4,34.88,-1.43,0.00
1,8,LONGSAULTE-LT.G4,34.58,-1.42,0.00
1,9,LONGSAULTE-LT.G4,34.88,-1.43,0.00
1,1,LONGUEUIL-LT.LFJQ,38.24,0.84,0.00
1,2,LONGUEUIL-LT.LFJQ,37.77,0.83,0.00
1,3,LONGUEUIL-LT.LFJQ,35.84,0.79,0.00
1,4,LONGUEUIL-LT.LFJQ,35.64,0.78,0.00
1,5,LONGUEUIL-LT.LFJQ,35.05,0.77,0.00
1,6,LONGUEUIL-LT.LFJQ,35.57,0.78,0.00
1,7,LONGUEUIL-LT.LFJQ,37.12,0.82,0.00
1,8,LONGUEUIL-LT.LFJQ,36.81,0.81,0.00
1,9,LONGUEUIL-LT.LFJQ,37.12,0.82,0.00
1,1,LONGWOODESN-LT.LFJQ,36.48,-0.91,0.00
1,2,LONGWOODESN-LT.LFJQ,36.04,-0.90,0.00
1,3,LONGWOODESN-LT.LFJQ,34.20,-0.85,0.00
1,4,LONGWOODESN-LT.LFJQ,34.01,-0.85,0.00
1,5,LONGWOODESN-LT.LFJQ,33.45,-0.84,0.00
1,6,LONGWOODESN-LT.LFJQ,33.94,-0.85,0.00
1,7,LONGWOODESN-LT.LFJQ,35.42,-0.89,0.00
1,8,LONGWOODESN-LT.LFJQ,35.12,-0.88,0.00
1,9,LONGWOODESN-LT.LFJQ,35.42,-0.89,0.00
1,1,LORNEPARK-LT.LFBJ,37.51,0.11,0.00
1,2,LORNEPARK-LT.LFBJ,37.05,0.11,0.00
1,3,LORNEPARK-LT.LFBJ,35.16,0.11,0.00
1,4,LORNEPARK-LT.LFBJ,34.96,0.10,0.00
1,5,LORNEPARK-LT.LFBJ,34.39,0.10,0.00
1,6,LORNEPARK-LT.LFBJ,34.89,0.10,0.00
1,7,LORNEPARK-LT.LFBJ,36.42,0.11,0.00
1,8,LORNEPARK-LT.LFBJ,36.11,0.11,0.00
1,9,LORNEPARK-LT.LFBJ,36.42,0.11,0.00
1,1,LOWERNOTCH-LT.AG12,38.16,0.76,0.00
1,2,LOWERNOTCH-LT.AG12,37.69,0.75,0.00
1,3,LOWERNOTCH-LT.AG12,35.77,0.72,0.00
1,4,LOWERNOTCH-LT.AG12,35.57,0.71,0.00
1,5,LOWERNOTCH-LT.AG12,34.98,0.70,0.00
1,6,LOWERNOTCH-LT.AG12,35.49,0.71,0.00
1,7,LOWERNOTCH-LT.AG12,37.05,0.74,0.00
1,8,LOWERNOTCH-LT.AG12,36.73,0.73,0.00
1,9,LOWERNOTCH-LT.AG12,37.05,0.74,0.00
1,1,LOWERSTGN-LT.AG_F1,37.29,-0.11,0.00
1,2,LOWERSTGN-LT.AG_F1,36.83,-0.11,0.00
1,3,LOWERSTGN-LT.AG_F1,34.95,-0.10,0.00
1,4,LOWERSTGN-LT.AG_F1,34.75,-0.10,0.00
1,5,LOWERSTGN-LT.AG_F1,34.18,-0.10,0.00
1,6,LOWERSTGN-LT.AG_F1,34.68,-0.10,0.00
1,7,LOWERSTGN-LT.AG_F1,36.20,-0.11,0.00
1,8,LOWERSTGN-LT.AG_F1,35.89,-0.11,0.00
1,9,LOWERSTGN-LT.AG_F1,36.20,-0.11,0.00
1,1,LOWERWHITE-LT.AG_T1,-100.00,-2.77,-134.63
1,2,LOWERWHITE-LT.AG_T1,-100.00,-2.74,-134.20
1,3,LOWERWHITE-LT.AG_T1,-100.00,-2.60,-132.45
1,4,LOWERWHITE-LT.AG_T1,-100.00,-2.58,-132.28
1,5,LOWERWHITE-LT.AG_T1,-100.00,-2.54,-131.74
1,6,LOWERWHITE-LT.AG_T1,-100.00,-2.58,-132.21
1,7,LOWERWHITE-LT.AG_T1,-100.00,-2.69,-133.62
1,8,LOWERWHITE-LT.AG_T1,-100.00,-2.67,-133.33
1,9,LOWERWHITE-LT.AG_T1,-100.00,-2.69,-133.62
1,1,MACASSA-LT.T12,37.66,0.26,0.00
1,2,MACASSA-LT.T12,37.20,0.26,0.00
1,3,MACASSA-LT.T12,35.30,0.25,0.00
1,4,MACASSA-LT.T12,35.10,0.25,0.00
1,5,MACASSA-LT.T12,34.52,0.24,0.00
1,6,MACASSA-LT.T12,35.03,0.25,0.00
1,7,MACASSA-LT.T12,36.56,0.26,0.00
1,8,MACASSA-LT.T12,36.25,0.25,0.00
1,9,MACASSA-LT.T12,36.56,0.26,0.00
1,1,MACASSAMILL-LT.T1_LF,37.62,0.23,0.00
1,2,MACASSAMILL-LT.T1_LF,37.16,0.22,0.00
1,3,MACASSAMILL-LT.T1_LF,35.26,0.21,0.00
1,4,MACASSAMILL-LT.T1_LF,35.07,0.21,0.00
1,5,MACASSAMILL-LT.T1_LF,34.49,0.21,0.00
1,6,MACASSAMILL-LT.T1_LF,34.99,0.21,0.00
1,7,MACASSAMILL-LT.T1_LF,36.53,0.22,0.00
1,8,MACASSAMILL-LT.T1_LF,36.22,0.22,0.00
1,9,MACASSAMILL-LT.T1_LF,36.53,0.22,0.00
1,1,MACKAYCGS-LT.AG12,34.89,-2.51,0.00
1,2,MACKAYCGS-LT.AG12,34.46,-2.48,0.00
1,3,MACKAYCGS-LT.AG12,32.70,-2.35,0.00
1,4,MACKAYCGS-LT.AG12,32.52,-2.34,0.00
1,5,MACKAYCGS-LT.AG12,31.98,-2.30,0.00
1,6,MACKAYCGS-LT.AG12,32.45,-2.34,0.00
1,7,MACKAYCGS-LT.AG12,33.87,-2.44,0.00
1,8,MACKAYCGS-LT.AG12,33.58,-2.42,0.00
1,9,MACKAYCGS-LT.AG12,33.87,-2.44,0.00
1,1,MACKAYCGS-LT.G3,35.51,-1.88,0.00
1,2,MACKAYCGS-LT.G3,35.08,-1.86,0.00
1,3,MACKAYCGS-LT.G3,33.29,-1.76,0.00
1,4,MACKAYCGS-LT.G3,33.10,-1.75,0.00
1,5,MACKAYCGS-LT.G3,32.56,-1.73,0.00
1,6,MACKAYCGS-LT.G3,33.03,-1.75,0.00
1,7,MACKAYCGS-LT.G3,34.48,-1.83,0.00
1,8,MACKAYCGS-LT.G3,34.19,-1.81,0.00
1,9,MACKAYCGS-LT.G3,34.48,-1.83,0.00
1,1,MACKENZIE-LT.T1_LF,-100.00,-2.90,-134.50
1,2,MACKENZIE-LT.T1_LF,-100.00,-2.86,-134.07
1,3,MACKENZIE-LT.T1_LF,-100.00,-2.72,-132.33
1,4,MACKENZIE-LT.T1_LF,-100.00,-2.70,-132.16
1,5,MACKENZIE-LT.T1_LF,-100.00,-2.66,-131.63
1,6,MACKENZIE-LT.T1_LF,-100.00,-2.70,-132.09
1,7,MACKENZIE-LT.T1_LF,-100.00,-2.81,-133.49
1,8,MACKENZIE-LT.T1_LF,-100.00,-2.79,-133.21
1,9,MACKENZIE-LT.T1_LF,-100.00,-2.81,-133.49
1,1,MAINS-LT.T3_LF,37.43,0.04,0.00
1,2,MAINS-LT.T3_LF,36.97,0.04,0.00
1,3,MAINS-LT.T3_LF,35.09,0.04,0.00
1,4,MAINS-LT.T3_LF,34.89,0.03,0.00
1,5,MAINS-LT.T3_LF,34.32,0.03,0.00
1,6,MAINS-LT.T3_LF,34.82,0.03,0.00
1,7,MAINS-LT.T3_LF,36.34,0.04,0.00
1,8,MAINS-LT.T3_LF,36.04,0.04,0.00
1,9,MAINS-LT.T3_LF,36.34,0.04,0.00
1,1,MAITLAND-LT.TT_LF,37.77,0.38,0.00
1,2,MAITLAND-LT.TT_LF,37.31,0.37,0.00
1,3,MAITLAND-LT.TT_LF,35.40,0.35,0.00
1,4,MAITLAND-LT.TT_LF,35.21,0.35,0.00
1,5,MAITLAND-LT.TT_LF,34.63,0.35,0.00
1,6,MAITLAND-LT.TT_LF,35.13,0.35,0.00
1,7,MAITLAND-LT.TT_LF,36.67,0.37,0.00
1,8,MAITLAND-LT.TT_LF,36.36,0.36,0.00
1,9,MAITLAND-LT.TT_LF,36.67,0.37,0.00
1,1,MALDEN-LT_ENWIN,37.14,-0.26,0.00
1,2,MALDEN-LT_ENWIN,36.68,-0.26,0.00
1,3,MALDEN-LT_ENWIN,34.81,-0.24,0.00
1,4,MALDEN-LT_ENWIN,34.61,-0.24,0.00
1,5,MALDEN-LT_ENWIN,34.04,-0.24,0.00
1,6,MALDEN-LT_ENWIN,34.54,-0.24,0.00
1,7,MALDEN-LT_ENWIN,36.06,-0.25,0.00
1,8,MALDEN-LT_ENWIN,35.75,-0.25,0.00
1,9,MALDEN-LT_ENWIN,36.05,-0.25,0.00
1,1,MALVERN-LT.LFJQ,37.21,-0.19,0.00
1,2,MALVERN-LT.LFJQ,36.75,-0.18,0.00
1,3,MALVERN-LT.LFJQ,34.88,-0.17,0.00
1,4,MALVERN-LT.LFJQ,34.68,-0.17,0.00
1,5,MALVERN-LT.LFJQ,34.11,-0.17,0.00
1,6,MALVERN-LT.LFJQ,34.61,-0.17,0.00
1,7,MALVERN-LT.LFJQ,36.13,-0.18,0.00
1,8,MALVERN-LT.LFJQ,35.82,-0.18,0.00
1,9,MALVERN-LT.LFJQ,36.13,-0.18,0.00
1,1,MANBYW-LT.LFBYQZ,37.46,0.07,0.00
1,2,MANBYW-LT.LFBYQZ,37.00,0.06,0.00
1,3,MANBYW-LT.LFBYQZ,35.11,0.06,0.00
1,4,MANBYW-LT.LFBYQZ,34.92,0.06,0.00
1,5,MANBYW-LT.LFBYQZ,34.34,0.06,0.00
1,6,MANBYW-LT.LFBYQZ,34.84,0.06,0.00
1,7,MANBYW-LT.LFBYQZ,36.37,0.06,0.00
1,8,MANBYW-LT.LFBYQZ,36.06,0.06,0.00
1,9,MANBYW-LT.LFBYQZ,36.37,0.06,0.00
1,1,MANITOUFALLS-LT.AG12345,5.36,-6.02,-26.01
1,2,MANITOUFALLS-LT.AG12345,2.65,-5.95,-28.34
1,3,MANITOUFALLS-LT.AG12345,2.85,-5.65,-26.56
1,4,MANITOUFALLS-LT.AG12345,2.80,-5.61,-26.44
1,5,MANITOUFALLS-LT.AG12345,5.40,-5.52,-23.36
1,6,MANITOUFALLS-LT.AG12345,5.42,-5.60,-23.76
1,7,MANITOUFALLS-LT.AG12345,30.46,-5.85,0.00
1,8,MANITOUFALLS-LT.AG12345,5.40,-5.80,-24.80
1,9,MANITOUFALLS-LT.AG12345,5.40,-5.85,-25.06
1,1,MANITOULIN-LT.TT_LF,38.59,1.20,0.00
1,2,MANITOULIN-LT.TT_LF,38.12,1.18,0.00
1,3,MANITOULIN-LT.TT_LF,36.17,1.12,0.00
1,4,MANITOULIN-LT.TT_LF,35.97,1.12,0.00
1,5,MANITOULIN-LT.TT_LF,35.38,1.10,0.00
1,6,MANITOULIN-LT.TT_LF,35.90,1.11,0.00
1,7,MANITOULIN-LT.TT_LF,37.47,1.16,0.00
1,8,MANITOULIN-LT.TT_LF,37.15,1.15,0.00
1,9,MANITOULIN-LT.TT_LF,37.47,1.16,0.00
1,1,MANITOUWADS-LT.T1_LF,-100.00,-3.55,-133.84
1,2,MANITOUWADS-LT.T1_LF,-100.00,-3.51,-133.43
1,3,MANITOUWADS-LT.T1_LF,-100.00,-3.33,-131.72
1,4,MANITOUWADS-LT.T1_LF,-100.00,-3.31,-131.55
1,5,MANITOUWADS-LT.T1_LF,-100.00,-3.26,-131.02
1,6,MANITOUWADS-LT.T1_LF,-100.00,-3.31,-131.48
1,7,MANITOUWADS-LT.T1_LF,-100.00,-3.45,-132.86
1,8,MANITOUWADS-LT.T1_LF,-100.00,-3.42,-132.58
1,9,MANITOUWADS-LT.T1_LF,-100.00,-3.45,-132.86
1,1,MANITOUWATS-LT.T1_LF,-100.00,-3.55,-133.84
1,2,MANITOUWATS-LT.T1_LF,-100.00,-3.51,-133.43
1,3,MANITOUWATS-LT.T1_LF,-100.00,-3.33,-131.72
1,4,MANITOUWATS-LT.T1_LF,-100.00,-3.31,-131.55
1,5,MANITOUWATS-LT.T1_LF,-100.00,-3.26,-131.02
1,6,MANITOUWATS-LT.T1_LF,-100.00,-3.31,-131.48
1,7,MANITOUWATS-LT.T1_LF,-100.00,-3.45,-132.86
1,8,MANITOUWATS-LT.T1_LF,-100.00,-3.42,-132.58
1,9,MANITOUWATS-LT.T1_LF,-100.00,-3.45,-132.86
1,1,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.55,-133.84
1,2,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.51,-133.43
1,3,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.33,-131.72
1,4,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.31,-131.55
1,5,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.26,-131.02
1,6,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.31,-131.48
1,7,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.45,-132.86
1,8,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.42,-132.58
1,9,MANITOUWATS-TWIN-LT.AG12,-100.00,-3.45,-132.86
1,1,MANORDALE-LT.T12,39.37,1.97,0.00
1,2,MANORDALE-LT.T12,38.88,1.94,0.00
1,3,MANORDALE-LT.T12,36.89,1.84,0.00
1,4,MANORDALE-LT.T12,36.69,1.83,0.00
1,5,MANORDALE-LT.T12,36.09,1.80,0.00
1,6,MANORDALE-LT.T12,36.61,1.83,0.00
1,7,MANORDALE-LT.T12,38.22,1.91,0.00
1,8,MANORDALE-LT.T12,37.89,1.89,0.00
1,9,MANORDALE-LT.T12,38.22,1.91,0.00
1,1,MANOTICK-LT.T12,39.45,2.05,0.00
1,2,MANOTICK-LT.T12,38.96,2.03,0.00
1,3,MANOTICK-LT.T12,36.97,1.92,0.00
1,4,MANOTICK-LT.T12,36.77,1.91,0.00
1,5,MANOTICK-LT.T12,36.16,1.88,0.00
1,6,MANOTICK-LT.T12,36.69,1.91,0.00
1,7,MANOTICK-LT.T12,38.30,1.99,0.00
1,8,MANOTICK-LT.T12,37.97,1.97,0.00
1,9,MANOTICK-LT.T12,38.30,1.99,0.00
1,1,MARATHONDS-LT.T2_LF,-100.00,-3.15,-134.25
1,2,MARATHONDS-LT.T2_LF,-100.00,-3.11,-133.82
1,3,MARATHONDS-LT.T2_LF,-100.00,-2.95,-132.10
1,4,MARATHONDS-LT.T2_LF,-100.00,-2.94,-131.92
1,5,MARATHONDS-LT.T2_LF,-100.00,-2.89,-131.39
1,6,MARATHONDS-LT.T2_LF,-100.00,-2.93,-131.85
1,7,MARATHONDS-LT.T2_LF,-100.00,-3.06,-133.25
1,8,MARATHONDS-LT.T2_LF,-100.00,-3.03,-132.97
1,9,MARATHONDS-LT.T2_LF,-100.00,-3.06,-133.25
1,1,MARCHWOOD-LT.T12,39.53,2.13,0.00
1,2,MARCHWOOD-LT.T12,39.04,2.11,0.00
1,3,MARCHWOOD-LT.T12,37.05,2.00,0.00
1,4,MARCHWOOD-LT.T12,36.85,1.99,0.00
1,5,MARCHWOOD-LT.T12,36.24,1.96,0.00
1,6,MARCHWOOD-LT.T12,36.77,1.99,0.00
1,7,MARCHWOOD-LT.T12,38.38,2.07,0.00
1,8,MARCHWOOD-LT.T12,38.05,2.05,0.00
1,9,MARCHWOOD-LT.T12,38.38,2.07,0.00
1,1,MARGACH-LT.TT_LF,8.71,-2.67,-26.01
1,2,MARGACH-LT.TT_LF,5.96,-2.64,-28.34
1,3,MARGACH-LT.TT_LF,5.98,-2.51,-26.56
1,4,MARGACH-LT.TT_LF,5.92,-2.49,-26.44
1,5,MARGACH-LT.TT_LF,8.47,-2.45,-23.36
1,6,MARGACH-LT.TT_LF,8.54,-2.49,-23.76
1,7,MARGACH-LT.TT_LF,33.71,-2.60,0.00
1,8,MARGACH-LT.TT_LF,8.63,-2.57,-24.80
1,9,MARGACH-LT.TT_LF,8.65,-2.60,-25.06
1,1,MARIONVLE-LT.T1_LF,39.83,2.43,0.00
1,2,MARIONVLE-LT.T1_LF,39.34,2.40,0.00
1,3,MARIONVLE-LT.T1_LF,37.33,2.28,0.00
1,4,MARIONVLE-LT.T1_LF,37.12,2.26,0.00
1,5,MARIONVLE-LT.T1_LF,36.51,2.23,0.00
1,6,MARIONVLE-LT.T1_LF,37.04,2.26,0.00
1,7,MARIONVLE-LT.T1_LF,38.67,2.36,0.00
1,8,MARIONVLE-LT.T1_LF,38.34,2.34,0.00
1,9,MARIONVLE-LT.T1_LF,38.67,2.36,0.00
1,1,MARKHAM1-LT.LFBY,37.25,-0.15,0.00
1,2,MARKHAM1-LT.LFBY,36.79,-0.15,0.00
1,3,MARKHAM1-LT.LFBY,34.91,-0.14,0.00
1,4,MARKHAM1-LT.LFBY,34.72,-0.14,0.00
1,5,MARKHAM1-LT.LFBY,34.15,-0.14,0.00
1,6,MARKHAM1-LT.LFBY,34.64,-0.14,0.00
1,7,MARKHAM1-LT.LFBY,36.16,-0.14,0.00
1,8,MARKHAM1-LT.LFBY,35.86,-0.14,0.00
1,9,MARKHAM1-LT.LFBY,36.16,-0.14,0.00
1,1,MARKHAM2-LT.LFJQ,37.21,-0.19,0.00
1,2,MARKHAM2-LT.LFJQ,36.75,-0.18,0.00
1,3,MARKHAM2-LT.LFJQ,34.88,-0.17,0.00
1,4,MARKHAM2-LT.LFJQ,34.68,-0.17,0.00
1,5,MARKHAM2-LT.LFJQ,34.11,-0.17,0.00
1,6,MARKHAM2-LT.LFJQ,34.61,-0.17,0.00
1,7,MARKHAM2-LT.LFJQ,36.13,-0.18,0.00
1,8,MARKHAM2-LT.LFJQ,35.82,-0.18,0.00
1,9,MARKHAM2-LT.LFJQ,36.13,-0.18,0.00
1,1,MARKHAM3-LT.LFEJYZ,37.25,-0.15,0.00
1,2,MARKHAM3-LT.LFEJYZ,36.79,-0.15,0.00
1,3,MARKHAM3-LT.LFEJYZ,34.91,-0.14,0.00
1,4,MARKHAM3-LT.LFEJYZ,34.72,-0.14,0.00
1,5,MARKHAM3-LT.LFEJYZ,34.15,-0.14,0.00
1,6,MARKHAM3-LT.LFEJYZ,34.64,-0.14,0.00
1,7,MARKHAM3-LT.LFEJYZ,36.16,-0.14,0.00
1,8,MARKHAM3-LT.LFEJYZ,35.86,-0.14,0.00
1,9,MARKHAM3-LT.LFEJYZ,36.16,-0.14,0.00
1,1,MARKHAM4-LT.LFPR,37.25,-0.15,0.00
1,2,MARKHAM4-LT.LFPR,36.79,-0.15,0.00
1,3,MARKHAM4-LT.LFPR,34.91,-0.14,0.00
1,4,MARKHAM4-LT.LFPR,34.72,-0.14,0.00
1,5,MARKHAM4-LT.LFPR,34.15,-0.14,0.00
1,6,MARKHAM4-LT.LFPR,34.64,-0.14,0.00
1,7,MARKHAM4-LT.LFPR,36.16,-0.14,0.00
1,8,MARKHAM4-LT.LFPR,35.86,-0.14,0.00
1,9,MARKHAM4-LT.LFPR,36.16,-0.14,0.00
1,1,MARKHAMSTRGE-LT.FREG_TG,37.29,-0.11,0.00
1,2,MARKHAMSTRGE-LT.FREG_TG,36.83,-0.11,0.00
1,3,MARKHAMSTRGE-LT.FREG_TG,34.95,-0.10,0.00
1,4,MARKHAMSTRGE-LT.FREG_TG,34.75,-0.10,0.00
1,5,MARKHAMSTRGE-LT.FREG_TG,34.18,-0.10,0.00
1,6,MARKHAMSTRGE-LT.FREG_TG,34.68,-0.10,0.00
1,7,MARKHAMSTRGE-LT.FREG_TG,36.20,-0.11,0.00
1,8,MARKHAMSTRGE-LT.FREG_TG,35.89,-0.11,0.00
1,9,MARKHAMSTRGE-LT.FREG_TG,36.20,-0.11,0.00
1,1,MARTINDALE-LT.LFJ,37.55,0.15,0.00
1,2,MARTINDALE-LT.LFJ,37.08,0.15,0.00
1,3,MARTINDALE-LT.LFJ,35.19,0.14,0.00
1,4,MARTINDALE-LT.LFJ,35.00,0.14,0.00
1,5,MARTINDALE-LT.LFJ,34.42,0.14,0.00
1,6,MARTINDALE-LT.LFJ,34.92,0.14,0.00
1,7,MARTINDALE-LT.LFJ,36.45,0.15,0.00
1,8,MARTINDALE-LT.LFJ,36.14,0.14,0.00
1,9,MARTINDALE-LT.LFJ,36.45,0.15,0.00
1,1,MARTINSMEDSF-LT.AG_T1,36.27,-1.12,0.00
1,2,MARTINSMEDSF-LT.AG_T1,35.83,-1.11,0.00
1,3,MARTINSMEDSF-LT.AG_T1,34.00,-1.05,0.00
1,4,MARTINSMEDSF-LT.AG_T1,33.81,-1.05,0.00
1,5,MARTINSMEDSF-LT.AG_T1,33.25,-1.03,0.00
1,6,MARTINSMEDSF-LT.AG_T1,33.74,-1.05,0.00
1,7,MARTINSMEDSF-LT.AG_T1,35.22,-1.09,0.00
1,8,MARTINSMEDSF-LT.AG_T1,34.92,-1.08,0.00
1,9,MARTINSMEDSF-LT.AG_T1,35.21,-1.09,0.00
1,1,MASSEY-LT.T1_LF,37.70,0.30,0.00
1,2,MASSEY-LT.T1_LF,37.23,0.30,0.00
1,3,MASSEY-LT.T1_LF,35.33,0.28,0.00
1,4,MASSEY-LT.T1_LF,35.14,0.28,0.00
1,5,MASSEY-LT.T1_LF,34.56,0.28,0.00
1,6,MASSEY-LT.T1_LF,35.06,0.28,0.00
1,7,MASSEY-LT.T1_LF,36.60,0.29,0.00
1,8,MASSEY-LT.T1_LF,36.29,0.29,0.00
1,9,MASSEY-LT.T1_LF,36.60,0.29,0.00
1,1,MASTRONCTS-LT.LFB,36.92,-0.48,0.00
1,2,MASTRONCTS-LT.LFB,36.46,-0.47,0.00
1,3,MASTRONCTS-LT.LFB,34.60,-0.45,0.00
1,4,MASTRONCTS-LT.LFB,34.41,-0.45,0.00
1,5,MASTRONCTS-LT.LFB,33.84,-0.44,0.00
1,6,MASTRONCTS-LT.LFB,34.34,-0.45,0.00
1,7,MASTRONCTS-LT.LFB,35.84,-0.47,0.00
1,8,MASTRONCTS-LT.LFB,35.54,-0.46,0.00
1,9,MASTRONCTS-LT.LFB,35.84,-0.47,0.00
1,1,MATTABI-LT.TT_LF,8.82,-2.57,-26.01
1,2,MATTABI-LT.TT_LF,6.15,-2.45,-28.34
1,3,MATTABI-LT.TT_LF,6.13,-2.36,-26.56
1,4,MATTABI-LT.TT_LF,6.12,-2.29,-26.44
1,5,MATTABI-LT.TT_LF,8.51,-2.41,-23.36
1,6,MATTABI-LT.TT_LF,8.52,-2.51,-23.76
1,7,MATTABI-LT.TT_LF,33.65,-2.66,0.00
1,8,MATTABI-LT.TT_LF,8.67,-2.53,-24.80
1,9,MATTABI-LT.TT_LF,8.80,-2.45,-25.06
1,1,MATTAWADS-LT.LFB,38.28,0.88,0.00
1,2,MATTAWADS-LT.LFB,37.81,0.87,0.00
1,3,MATTAWADS-LT.LFB,35.88,0.83,0.00
1,4,MATTAWADS-LT.LFB,35.68,0.82,0.00
1,5,MATTAWADS-LT.LFB,35.09,0.81,0.00
1,6,MATTAWADS-LT.LFB,35.60,0.82,0.00
1,7,MATTAWADS-LT.LFB,37.16,0.85,0.00
1,8,MATTAWADS-LT.LFB,36.85,0.85,0.00
1,9,MATTAWADS-LT.LFB,37.16,0.85,0.00
1,1,MAZINAW-LT.LFT1,38.20,0.80,0.00
1,2,MAZINAW-LT.LFT1,37.73,0.79,0.00
1,3,MAZINAW-LT.LFT1,35.80,0.75,0.00
1,4,MAZINAW-LT.LFT1,35.60,0.75,0.00
1,5,MAZINAW-LT.LFT1,35.02,0.74,0.00
1,6,MAZINAW-LT.LFT1,35.53,0.75,0.00
1,7,MAZINAW-LT.LFT1,37.09,0.78,0.00
1,8,MAZINAW-LT.LFT1,36.77,0.77,0.00
1,9,MAZINAW-LT.LFT1,37.09,0.78,0.00
1,1,MCLEANSMTNWF-LT.AG_T1,38.59,1.20,0.00
1,2,MCLEANSMTNWF-LT.AG_T1,38.12,1.18,0.00
1,3,MCLEANSMTNWF-LT.AG_T1,36.17,1.12,0.00
1,4,MCLEANSMTNWF-LT.AG_T1,35.97,1.12,0.00
1,5,MCLEANSMTNWF-LT.AG_T1,35.38,1.10,0.00
1,6,MCLEANSMTNWF-LT.AG_T1,35.90,1.11,0.00
1,7,MCLEANSMTNWF-LT.AG_T1,37.47,1.16,0.00
1,8,MCLEANSMTNWF-LT.AG_T1,37.15,1.15,0.00
1,9,MCLEANSMTNWF-LT.AG_T1,37.47,1.16,0.00
1,1,MCMASTER-LT.LFQ12,37.97,0.57,0.00
1,2,MCMASTER-LT.LFQ12,37.50,0.56,0.00
1,3,MCMASTER-LT.LFQ12,35.58,0.53,0.00
1,4,MCMASTER-LT.LFQ12,35.39,0.53,0.00
1,5,MCMASTER-LT.LFQ12,34.80,0.52,0.00
1,6,MCMASTER-LT.LFQ12,35.31,0.53,0.00
1,7,MCMASTER-LT.LFQ12,36.86,0.55,0.00
1,8,MCMASTER-LT.LFQ12,36.55,0.55,0.00
1,9,MCMASTER-LT.LFQ12,36.86,0.55,0.00
1,1,MCMASTER-LT.T1_LF_DRA,37.97,0.57,0.00
