\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2026-06-29 08:00:12,,,,,,,,,,,,,,
\\For 2026,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2026-04-04,6,13586,459,1298,824,892,4455,879,98,2464,439,1821,13629,43
2026-04-04,7,14210,480,1389,852,908,4663,927,97,2596,472,1931,14316,106
2026-04-04,8,14974,495,1363,885,871,4996,992,98,2915,498,2082,15195,221
2026-04-04,9,15511,511,1393,920,810,5265,1036,100,2940,520,2113,15606,95
2026-04-04,10,16019,518,1401,944,792,5557,1060,98,3032,532,2043,15978,-41
2026-04-04,11,16179,517,1411,979,817,5840,1115,105,3123,540,1697,16146,-33
2026-04-04,12,16234,518,1457,1002,846,5961,1150,103,3093,539,1465,16134,-100
2026-04-04,13,15999,506,1493,1005,895,5913,1146,98,3005,506,1430,15997,-2
2026-04-04,14,15994,501,1424,991,960,5732,1127,93,2921,491,1746,15988,-6
2026-04-04,15,15922,491,1434,1011,973,5573,1094,93,2878,481,1965,15992,70
2026-04-04,16,16207,490,1473,1054,975,5541,1090,91,2934,476,2140,16264,57
2026-04-04,17,16417,493,1407,1085,965,5564,1117,92,3010,474,2166,16372,-46
2026-04-04,18,16255,478,1402,1070,1001,5657,1116,92,3063,459,2015,16354,99
2026-04-04,19,16356,476,1438,1064,1037,5741,1129,93,3111,499,1871,16460,103
2026-04-04,20,16363,488,1377,1052,1046,5772,1133,94,3087,509,1794,16352,-12
2026-04-04,21,15815,512,1372,1012,1001,5597,1079,91,2980,458,1726,15831,16
2026-04-04,22,14716,504,1328,962,933,5340,1011,84,2837,463,1594,15056,341
2026-04-04,23,14177,470,1341,910,890,5096,987,80,2940,467,1451,14630,453
2026-04-04,24,13782,456,1370,866,890,4838,918,78,2627,458,1414,13916,134
2026-04-05,1,13376,452,1291,831,897,4622,878,78,2604,446,1491,13591,215
2026-04-05,2,13138,463,1279,806,818,4472,853,77,2547,445,1575,13334,196
2026-04-05,3,12955,474,1361,786,748,4379,842,75,2545,459,1627,13297,342
2026-04-05,4,13195,478,1344,783,751,4308,841,77,2534,461,1687,13264,69
2026-04-05,5,13294,474,1282,790,767,4378,865,80,2577,404,1769,13385,91
2026-04-05,6,13548,475,1342,807,811,4495,905,82,2558,425,1825,13726,177
2026-04-05,7,14011,484,1336,838,877,4640,914,89,2582,441,1908,14109,98
2026-04-05,8,14628,502,1394,887,917,4888,975,90,2723,479,1954,14808,180
2026-04-05,9,15396,512,1440,919,953,5144,1020,93,2836,486,2013,15416,20
2026-04-05,10,15735,512,1406,944,935,5352,1057,94,2882,484,2045,15712,-23
2026-04-05,11,16092,502,1438,960,945,5511,1052,95,2970,507,1976,15956,-136
2026-04-05,12,16044,486,1334,939,865,5599,1058,96,3006,508,1993,15884,-160
2026-04-05,13,15791,478,1408,923,799,5572,1038,95,2940,540,2002,15796,5
2026-04-05,14,15882,479,1354,918,848,5511,1030,95,3038,548,1972,15792,-90
2026-04-05,15,16095,468,1322,939,898,5527,1036,94,3313,552,1967,16115,19
2026-04-05,16,16275,463,1349,988,962,5562,1078,94,3247,565,1859,16167,-108
2026-04-05,17,15982,474,1337,997,995,5594,1109,94,3038,574,1811,16024,42
2026-04-05,18,15998,464,1372,987,1021,5664,1128,93,3027,571,1814,16140,142
2026-04-05,19,16103,476,1341,1004,1060,5745,1168,90,3078,579,1710,16250,147
2026-04-05,20,16555,493,1392,1014,1074,5865,1189,90,3138,511,1685,16452,-103
2026-04-05,21,16162,501,1400,990,1028,5770,1150,89,3110,487,1656,16181,18
2026-04-05,22,15771,498,1411,950,968,5584,1091,90,2945,453,1605,15593,-177
2026-04-05,23,14953,481,1304,897,908,5291,1024,92,2917,441,1544,14899,-54
2026-04-05,24,14529,472,1371,856,868,5028,973,89,3003,474,1544,14678,150
2026-04-06,1,14385,469,1377,823,846,4843,946,94,2776,442,1561,14177,-208
2026-04-06,2,14103,471,1316,808,846,4729,946,98,2755,472,1656,14098,-5
2026-04-06,3,14095,473,1303,805,842,4652,929,99,2752,431,1734,14021,-75
2026-04-06,4,14363,473,1315,818,873,4677,944,101,2891,411,1815,14318,-44
2026-04-06,5,15122,475,1364,857,918,4869,1017,103,3066,458,1936,15064,-58
2026-04-06,6,16071,484,1370,919,984,5205,1088,107,3319,500,2032,16007,-65
2026-04-06,7,16698,503,1410,975,1020,5520,1128,114,3257,530,2123,16580,-118
2026-04-06,8,17128,521,1470,1029,980,5845,1147,115,3345,530,2116,17099,-29
2026-04-06,9,16741,517,1353,1002,845,5910,1076,113,3456,560,1860,16691,-50
2026-04-06,10,16398,510,1362,999,695,5954,1007,112,3581,588,1697,16507,109
2026-04-06,11,16382,492,1413,1000,670,6078,1007,112,3565,573,1647,16558,176
2026-04-06,12,16313,488,1314,1022,673,6092,1011,111,3421,554,1645,16331,18
2026-04-06,13,16345,482,1338,1017,715,6107,975,108,3466,546,1800,16555,210
2026-04-06,14,16652,473,1384,1035,769,6094,952,107,3441,540,1885,16679,27
2026-04-06,15,16620,470,1394,1042,847,6119,970,106,3517,562,1876,16904,283
2026-04-06,16,17017,472,1399,1060,958,6120,1043,108,3704,583,1913,17358,342
2026-04-06,17,17524,469,1441,1092,1064,6223,1094,110,3480,593,1939,17504,-21
2026-04-06,18,17315,478,1381,1107,1133,6233,1139,110,3408,569,1857,17417,102
2026-04-06,19,17566,502,1443,1097,1210,6260,1214,110,3482,571,1787,17677,111
2026-04-06,20,17858,527,1471,1106,1245,6380,1275,105,3569,589,1701,17968,110
2026-04-06,21,17081,537,1436,1070,1206,6207,1219,95,3645,576,1697,17689,607
2026-04-06,22,16625,530,1413,1027,1143,5926,1121,92,3534,536,1615,16938,312
2026-04-06,23,16005,521,1376,951,1070,5570,1095,89,3461,525,1568,16226,221
2026-04-06,24,15485,510,1397,911,1034,5340,1051,88,3315,542,1556,15744,259
2026-04-07,1,15259,505,1425,878,1010,5184,1030,88,3093,528,1619,15358,99
2026-04-07,2,14726,504,1402,860,998,5091,1018,89,2939,518,1624,15043,316
2026-04-07,3,14675,504,1431,859,982,5038,1013,89,2907,522,1704,15050,375
2026-04-07,4,15183,512,1402,880,992,5119,1035,90,2868,546,1807,15252,68
2026-04-07,5,15861,521,1399,936,1043,5340,1098,93,2948,521,1927,15825,-37
2026-04-07,6,17016,528,1438,1064,1129,5811,1202,97,3191,508,2072,17041,25
2026-04-07,7,18051,561,1467,1155,1149,6249,1238,105,3348,529,2220,18023,-29
2026-04-07,8,18353,579,1418,1182,1166,6466,1229,111,3409,554,2227,18342,-11
2026-04-07,9,18090,563,1298,1190,1162,6564,1130,112,3378,567,2095,18057,-32
2026-04-07,10,17692,534,1254,1195,1126,6600,1029,113,3319,609,1823,17602,-90
2026-04-07,11,17275,525,1274,1191,1110,6600,969,114,3247,577,1636,17243,-32
2026-04-07,12,16933,511,1289,1186,1026,6550,943,113,3214,531,1563,16926,-7
2026-04-07,13,16806,500,1237,1151,927,6470,914,112,3431,558,1573,16875,69
2026-04-07,14,16843,495,1285,1086,792,6368,897,113,3375,566,1594,16571,-272
2026-04-07,15,15997,489,1210,1047,786,6289,890,115,3154,554,1512,16048,51
2026-04-07,16,16295,498,1268,1061,824,6320,946,116,3205,569,1575,16382,87
2026-04-07,17,16771,508,1263,1097,930,6355,1064,118,3301,580,1678,16893,122
2026-04-07,18,17277,527,1288,1111,1071,6326,1182,117,3359,576,1805,17362,85
2026-04-07,19,17894,546,1383,1146,1196,6444,1291,117,3439,584,1866,18013,119
2026-04-07,20,18461,568,1365,1170,1250,6632,1356,120,3570,604,1868,18502,41
2026-04-07,21,18223,570,1366,1137,1244,6476,1320,120,3503,589,1833,18157,-66
2026-04-07,22,17293,560,1349,1064,1186,6182,1238,118,3325,521,1745,17287,-6
2026-04-07,23,16316,538,1326,1001,1113,5807,1154,111,3168,489,1675,16383,68
2026-04-07,24,15680,519,1299,936,1072,5530,1107,107,3142,504,1658,15875,195
2026-04-08,1,15417,510,1315,909,1060,5323,1077,106,3124,518,1719,15659,242
2026-04-08,2,15269,509,1301,885,1059,5168,1058,105,3056,530,1789,15459,190
2026-04-08,3,15070,502,1250,905,1070,5084,1049,103,3096,531,1864,15455,385
2026-04-08,4,15195,502,1228,904,1094,5117,1065,104,2965,463,1933,15376,181
2026-04-08,5,15705,509,1225,955,1147,5309,1118,107,3039,487,2024,15921,216
2026-04-08,6,16897,524,1291,1068,1255,5737,1226,110,3228,522,2113,17074,178
2026-04-08,7,17853,542,1330,1096,1245,6141,1282,117,3416,562,2213,17943,90
2026-04-08,8,17672,545,1308,1076,1043,6219,1190,116,3400,606,2160,17663,-9
2026-04-08,9,16699,537,1260,1024,830,6222,1052,112,3358,592,1858,16846,146
2026-04-08,10,15990,554,1236,970,689,6225,944,101,3307,571,1623,16220,231
2026-04-08,11,15744,549,1220,988,617,6217,885,101,3389,575,1580,16121,377
2026-04-08,12,15516,550,1224,978,572,6201,849,102,3116,546,1539,15678,162
2026-04-08,13,15188,537,1205,979,526,6165,845,103,3025,542,1494,15422,234
2026-04-08,14,15064,529,1187,974,493,6084,843,102,3069,524,1421,15225,161
2026-04-08,15,15041,528,1182,985,504,6049,838,100,3081,518,1416,15202,161
2026-04-08,16,15404,527,1220,1028,626,6096,914,106,3049,523,1516,15605,201
2026-04-08,17,16036,540,1240,1054,810,6149,1050,110,3124,539,1641,16259,223
2026-04-08,18,16519,543,1248,1109,991,6223,1172,106,3176,526,1731,16826,306
2026-04-08,19,17161,540,1297,1159,1110,6299,1236,100,3253,544,1759,17297,136
2026-04-08,20,17557,545,1324,1153,1153,6447,1266,99,3332,566,1713,17598,41
2026-04-08,21,17108,545,1375,1133,1106,6324,1225,97,3260,555,1666,17285,178
2026-04-08,22,16289,541,1383,1071,1029,5986,1142,95,3072,522,1557,16397,108
2026-04-08,23,15181,533,1316,956,965,5607,1067,91,2879,530,1461,15405,224
2026-04-08,24,14643,511,1325,931,910,5291,1006,88,2946,520,1463,14991,347
2026-04-09,1,14699,501,1359,897,879,5070,970,85,2974,503,1529,14768,68
2026-04-09,2,14514,491,1364,871,855,4947,943,84,2813,498,1546,14413,-101
2026-04-09,3,13776,488,1275,873,855,4873,927,84,2505,497,1574,13952,176
2026-04-09,4,13697,490,1286,887,867,4868,934,85,2492,505,1660,14072,375
2026-04-09,5,14245,489,1318,948,919,5085,981,87,2601,483,1760,14671,427
2026-04-09,6,15405,493,1294,1049,1006,5481,1072,91,2841,522,1885,15735,329
2026-04-09,7,16606,520,1368,1075,1016,5848,1133,107,3058,572,1989,16684,78
2026-04-09,8,16398,535,1342,1060,860,5929,1112,108,3051,560,2003,16559,161
2026-04-09,9,16021,534,1327,1000,627,5981,1078,133,2997,542,1990,16211,190
2026-04-09,10,15793,527,1309,991,513,6018,1063,108,3037,542,1970,16079,286
2026-04-09,11,15735,517,1242,973,448,6010,1095,104,3072,541,1995,15997,262
2026-04-09,12,15961,517,1223,955,443,6085,1094,99,3095,528,2007,16046,85
2026-04-09,13,15803,508,1203,936,506,6202,956,95,3096,526,1755,15784,-19
2026-04-09,14,15214,502,1164,962,633,6048,819,94,3002,538,1784,15545,331
2026-04-09,15,15363,493,1152,1045,816,5932,774,101,2912,548,1819,15593,230
2026-04-09,16,15453,478,1206,1094,813,5883,835,107,2934,535,1621,15506,53
2026-04-09,17,15503,480,1241,1087,807,5934,930,109,2965,535,1633,15721,218
2026-04-09,18,15634,505,1214,1074,908,5887,1029,109,3029,514,1713,15980,347
2026-04-09,19,16315,517,1304,1058,1011,5932,1115,109,3159,529,1707,16440,125
2026-04-09,20,16948,535,1332,1085,1030,6063,1169,111,3307,516,1678,16824,-124
2026-04-09,21,16290,543,1326,1049,981,5938,1141,111,3200,492,1640,16422,131
2026-04-09,22,15440,527,1314,963,912,5637,1077,106,3117,507,1577,15738,297
2026-04-09,23,14755,513,1292,885,855,5324,1017,104,2935,489,1543,14958,203
2026-04-09,24,14213,492,1362,824,818,5007,977,101,2837,474,1510,14402,189
2026-04-10,1,13889,486,1307,813,796,4858,945,99,2716,475,1608,14102,213
2026-04-10,2,13635,482,1351,777,796,4703,918,98,2577,475,1604,13781,146
2026-04-10,3,13565,482,1304,771,811,4636,900,99,2593,456,1702,13753,188
2026-04-10,4,13744,490,1334,764,821,4676,909,100,2618,441,1771,13924,180
2026-04-10,5,14383,485,1310,808,874,4881,957,100,2656,481,1915,14468,84
2026-04-10,6,15622,491,1311,920,970,5327,1058,108,2925,507,2046,15664,42
2026-04-10,7,16666,515,1344,1008,1031,5787,1171,118,3097,548,2169,16789,123
2026-04-10,8,17482,536,1383,1043,1049,6066,1224,122,3317,530,2236,17505,23
2026-04-10,9,17723,538,1319,1055,1033,6153,1242,126,3392,520,2255,17633,-90
2026-04-10,10,17903,518,1278,1080,1010,6287,1257,138,3500,523,2312,17903,-1
2026-04-10,11,18011,488,1263,1112,986,6428,1248,162,3556,540,2285,18069,57
2026-04-10,12,17765,478,1197,1106,985,6484,1186,160,3492,542,2181,17812,46
2026-04-10,13,17603,479,1184,1107,993,6428,1164,148,3474,580,2119,17677,73
2026-04-10,14,17393,468,1176,1102,1012,6257,1131,129,3397,600,2095,17369,-24
2026-04-10,15,16952,462,1238,1085,1010,6129,1091,114,3643,591,2053,17415,463
2026-04-10,16,17184,474,1208,1107,975,6166,1137,119,3511,588,2159,17445,261
2026-04-10,17,17339,479,1249,1106,1015,6202,1183,119,3371,591,2078,17394,55
2026-04-10,18,17046,482,1210,1077,1058,6180,1195,116,3352,576,1916,17162,116
2026-04-10,19,16995,494,1298,1080,1099,6124,1237,114,3382,573,1805,17206,211
2026-04-10,20,17161,507,1364,1096,1099,6239,1249,113,3385,576,1706,17333,172
2026-04-10,21,16774,509,1378,1055,1056,6111,1216,113,3328,562,1699,17027,253
2026-04-10,22,16179,503,1352,986,985,5830,1144,112,3223,541,1646,16320,140
2026-04-10,23,15382,491,1345,926,915,5511,1064,103,2975,514,1585,15431,49
2026-04-10,24,14649,478,1313,868,876,5238,999,97,2810,507,1563,14748,99
2026-04-11,1,14352,469,1315,828,844,4967,952,101,2698,502,1579,14255,-97
2026-04-11,2,14133,469,1342,802,829,4845,927,101,2673,493,1648,14129,-4
2026-04-11,3,14048,471,1290,789,823,4735,913,104,2792,482,1785,14183,135
2026-04-11,4,14181,470,1333,796,828,4738,925,104,2758,481,1872,14306,125
2026-04-11,5,14270,470,1297,815,861,4817,955,107,2722,473,1910,14427,157
2026-04-11,6,14692,474,1296,857,907,4960,1002,110,2759,507,1986,14857,166
2026-04-11,7,15139,491,1336,882,900,5112,1032,116,2802,526,2061,15257,118
2026-04-11,8,15286,498,1293,879,756,5296,990,117,2879,507,2018,15233,-53
2026-04-11,9,14686,485,1274,874,563,5440,919,118,2835,526,1708,14743,57
2026-04-11,10,14467,463,1280,909,564,5562,876,116,2857,536,1479,14643,176
2026-04-11,11,14510,448,1229,941,589,5626,842,115,2864,536,1409,14599,88
2026-04-11,12,14303,441,1228,943,571,5619,811,114,2842,532,1377,14479,177
2026-04-11,13,14165,442,1178,922,557,5535,785,111,2800,516,1350,14196,31
2026-04-11,14,13957,446,1192,908,534,5521,761,108,2800,504,1320,14093,136
2026-04-11,15,13832,448,1134,895,521,5472,748,108,2847,514,1303,13991,159
2026-04-11,16,14199,451,1151,916,575,5479,791,112,2809,519,1367,14170,-29
2026-04-11,17,14670,463,1232,961,724,5548,897,117,2843,516,1481,14783,113
2026-04-11,18,15325,470,1238,997,889,5593,1005,118,2886,505,1648,15349,24
2026-04-11,19,15665,480,1231,1013,995,5645,1076,115,2931,517,1699,15701,36
2026-04-11,20,16148,493,1327,1039,1030,5797,1125,116,3050,514,1686,16178,30
2026-04-11,21,15961,503,1320,1013,1002,5740,1113,114,2983,525,1644,15957,-4
2026-04-11,22,15367,492,1293,962,956,5532,1061,109,2870,489,1561,15324,-44
2026-04-11,23,14728,493,1256,912,911,5281,1009,102,2763,516,1507,14750,22
2026-04-11,24,14026,481,1230,865,869,5009,965,95,2573,536,1485,14109,83
2026-04-12,1,13420,468,1280,829,848,4850,937,92,2403,539,1500,13746,325
2026-04-12,2,13329,467,1152,814,841,4659,915,95,2459,509,1546,13458,129
2026-04-12,3,13156,460,1155,805,850,4591,904,94,2427,479,1599,13363,207
2026-04-12,4,13303,463,1198,814,861,4555,903,96,2427,453,1725,13496,193
2026-04-12,5,13562,461,1199,837,884,4581,916,97,2427,445,1788,13634,72
2026-04-12,6,13917,459,1245,864,917,4680,945,97,2609,470,1858,14143,226
2026-04-12,7,14637,473,1199,877,914,4729,977,102,2757,493,1944,14465,-172
2026-04-12,8,15132,500,1277,884,892,4960,1020,105,3023,516,2052,15229,98
2026-04-12,9,15746,522,1343,916,887,5294,1073,108,3170,537,2091,15940,194
2026-04-12,10,16012,526,1309,951,891,5546,1127,113,2984,553,2055,16055,43
2026-04-12,11,16221,528,1387,987,878,5752,1173,112,3094,555,1879,16345,124
2026-04-12,12,16261,531,1389,998,927,5917,1202,111,3120,552,1628,16375,114
2026-04-12,13,16532,532,1407,1013,996,5971,1196,104,3110,565,1485,16380,-151
2026-04-12,14,16257,533,1356,1040,1031,5940,1208,101,3021,566,1363,16161,-97
2026-04-12,15,16213,525,1399,1068,1046,5914,1218,101,3027,552,1357,16208,-5
2026-04-12,16,16480,521,1352,1116,1117,5962,1244,98,3022,548,1388,16368,-112
2026-04-12,17,16723,514,1403,1154,1161,5948,1259,98,3057,558,1548,16700,-22
2026-04-12,18,16684,510,1380,1142,1132,5944,1232,101,3029,536,1665,16671,-13
2026-04-12,19,16575,469,1390,1146,1123,5965,1232,110,3021,519,1591,16568,-7
2026-04-12,20,16766,500,1412,1125,1093,6014,1216,110,3105,532,1524,16630,-135
2026-04-12,21,16137,507,1408,1069,1038,5851,1155,109,2953,529,1484,16103,-33
2026-04-12,22,15500,494,1404,989,957,5563,1087,101,2894,555,1402,15446,-53
2026-04-12,23,14732,484,1344,911,881,5246,995,87,2749,538,1365,14601,-131
2026-04-12,24,13922,478,1335,848,835,4947,919,81,2734,509,1365,14051,128
2026-04-13,1,13716,471,1329,808,807,4733,879,81,2874,495,1409,13886,169
2026-04-13,2,13477,458,1260,785,794,4595,853,83,2840,490,1500,13659,183
2026-04-13,3,13363,449,1244,780,787,4534,834,90,2775,472,1560,13525,162
2026-04-13,4,13502,450,1245,792,792,4549,844,93,2764,481,1653,13662,160
2026-04-13,5,14016,445,1244,839,836,4769,885,92,2709,481,1726,14026,10
2026-04-13,6,15029,448,1220,941,918,5214,978,96,2974,508,1828,15125,96
2026-04-13,7,15995,477,1254,1039,963,5664,1073,97,3068,548,1957,16139,144
2026-04-13,8,16538,499,1249,1090,984,5877,1101,95,3150,556,1980,16581,44
2026-04-13,9,16525,506,1261,1104,975,6042,1097,91,3095,571,1762,16504,-22
2026-04-13,10,16153,499,1242,1100,969,6058,1081,91,3130,553,1583,16307,154
2026-04-13,11,16048,492,1233,1125,950,6137,1092,81,3139,543,1489,16281,233
2026-04-13,12,15968,484,1214,1119,885,6111,1087,86,3126,546,1439,16097,129
2026-04-13,13,15518,483,1204,1085,818,6116,1072,89,3131,535,1394,15926,408
2026-04-13,14,15748,469,1193,1062,824,6058,1049,100,3190,519,1437,15899,151
2026-04-13,15,15707,462,1161,1064,807,5983,1029,104,3096,500,1443,15649,-57
2026-04-13,16,15902,468,1188,1106,884,6036,1058,107,3149,515,1515,16026,124
2026-04-13,17,16660,465,1206,1145,941,6054,1074,112,3205,534,1659,16395,-266
2026-04-13,18,16783,466,1206,1103,958,5976,1095,110,3275,536,1826,16551,-232
2026-04-13,19,16911,473,1230,1103,997,5919,1124,106,3287,526,1833,16599,-313
2026-04-13,20,16916,482,1255,1112,1001,6008,1154,107,3359,544,1839,16861,-55
2026-04-13,21,16410,503,1249,1041,964,5864,1111,101,3275,540,1763,16411,1
2026-04-13,22,15074,494,1224,981,904,5505,1031,91,3103,502,1626,15462,388
2026-04-13,23,14517,478,1203,897,842,5197,991,87,3123,484,1536,14838,321
2026-04-13,24,14060,464,1181,845,812,4885,937,84,3063,493,1533,14298,238
2026-04-14,1,13667,459,1211,790,783,4668,897,89,2867,485,1520,13769,103
2026-04-14,2,13268,454,1221,775,772,4498,860,87,2743,481,1541,13431,163
2026-04-14,3,13057,454,1215,754,778,4400,853,75,2858,475,1539,13401,344
2026-04-14,4,13053,460,1209,791,791,4426,856,89,2584,477,1614,13296,243
2026-04-14,5,13292,454,1223,829,829,4611,903,93,2518,491,1720,13671,379
2026-04-14,6,14589,456,1230,935,910,5017,1002,94,2775,539,1843,14801,212
2026-04-14,7,15856,481,1276,1015,970,5485,1077,101,2966,496,1990,15856,1
2026-04-14,8,16293,502,1278,1058,982,5730,1108,100,3050,526,2042,16377,84
2026-04-14,9,16526,504,1290,1052,979,5912,1097,95,3035,547,1934,16447,-79
2026-04-14,10,16237,487,1266,1092,988,5990,1073,100,3023,573,1756,16350,112
2026-04-14,11,16256,470,1219,1111,1010,5998,988,96,3019,584,1656,16151,-105
2026-04-14,12,16044,447,1185,1134,955,6037,950,96,3094,542,1720,16160,115
2026-04-14,13,16115,450,1151,1134,889,6026,902,105,3074,551,1633,15916,-199
2026-04-14,14,15855,447,1154,1127,826,6001,919,107,3085,554,1728,15947,92
2026-04-14,15,15933,453,1151,1144,829,5979,935,108,3088,521,1731,15940,7
2026-04-14,16,16059,459,1174,1170,907,5948,1007,108,3178,523,1728,16203,143
2026-04-14,17,16170,464,1192,1181,963,5954,1063,109,3186,547,1744,16403,233
2026-04-14,18,16255,462,1216,1131,977,5927,1088,108,3216,540,1826,16491,237
2026-04-14,19,16540,474,1240,1126,1041,5914,1129,98,3263,540,1862,16688,149
2026-04-14,20,16759,483,1266,1150,1062,5997,1171,94,3339,553,1851,16966,206
2026-04-14,21,16452,494,1254,1100,1017,5885,1139,94,3262,532,1803,16579,127
2026-04-14,22,15525,480,1218,1032,945,5547,1056,90,3141,497,1632,15638,113
2026-04-14,23,14529,479,1202,957,883,5164,963,83,3038,484,1550,14805,275
2026-04-14,24,13847,459,1212,887,845,4828,896,78,2853,469,1531,14058,211
2026-04-15,1,13367,447,1198,860,818,4617,858,85,2727,427,1514,13552,185
2026-04-15,2,13232,447,1196,831,799,4473,836,94,2701,360,1580,13315,83
2026-04-15,3,13220,448,1181,827,801,4373,823,93,2601,381,1711,13239,20
2026-04-15,4,13380,456,1132,842,817,4425,845,90,2523,406,1759,13295,-85
2026-04-15,5,13747,456,1140,879,861,4619,896,93,2845,419,1843,14052,305
2026-04-15,6,15013,465,1178,978,956,5029,986,92,2947,470,1961,15061,49
2026-04-15,7,15941,485,1218,1074,1011,5484,1075,91,3093,500,2038,16069,128
2026-04-15,8,16566,504,1249,1120,1021,5742,1095,95,3201,527,2065,16619,53
2026-04-15,9,16640,501,1237,1132,1009,5867,1090,93,3220,518,2073,16740,101
2026-04-15,10,16739,483,1211,1123,963,5978,1076,98,3266,505,1996,16698,-41
2026-04-15,11,16446,466,1198,1127,926,6044,1065,98,3223,551,1682,16380,-66
2026-04-15,12,16289,466,1177,1132,893,6046,1028,98,3190,530,1661,16221,-68
2026-04-15,13,16105,471,1164,1105,877,6013,1009,94,3164,522,1803,16222,117
2026-04-15,14,16172,446,1161,1079,841,5936,1042,94,3126,512,1990,16227,54
2026-04-15,15,16541,425,1162,1060,857,5959,1034,98,3173,519,2235,16521,-20
2026-04-15,16,17000,431,1191,1082,935,6011,1084,104,3348,495,2294,16975,-25
2026-04-15,17,17278,444,1205,1125,1008,6077,1125,108,3480,519,2200,17292,14
2026-04-15,18,17138,441,1207,1110,1039,6086,1127,108,3509,554,1987,17167,30
2026-04-15,19,16893,457,1225,1132,1063,6122,1152,98,3465,545,1857,17117,223
2026-04-15,20,16866,474,1248,1122,1059,6091,1170,96,3406,534,1797,16997,131
2026-04-15,21,16149,482,1247,1094,1022,5889,1123,93,3297,513,1765,16525,376
2026-04-15,22,15498,478,1212,1013,954,5610,1034,91,3176,478,1710,15756,258
2026-04-15,23,14819,468,1186,938,883,5239,943,88,2993,454,1677,14869,50
2026-04-15,24,14219,449,1154,881,841,4911,877,85,2878,463,1690,14229,10
2026-04-16,1,13694,440,1180,829,812,4688,837,84,2799,469,1659,13797,103
2026-04-16,2,13474,438,1170,803,800,4530,807,84,2836,473,1669,13610,136
2026-04-16,3,13407,441,1171,801,795,4459,796,89,2868,464,1701,13584,177
2026-04-16,4,13650,442,1166,813,811,4477,807,90,2903,458,1805,13772,122
2026-04-16,5,13819,439,1174,870,845,4644,847,86,2732,406,1870,13913,94
2026-04-16,6,14335,455,1186,973,925,5053,940,89,2820,461,1914,14814,479
2026-04-16,7,15298,473,1207,1055,963,5488,1004,91,2943,506,2054,15785,487
2026-04-16,8,15864,488,1212,1087,944,5772,1024,91,3068,517,2119,16322,458
2026-04-16,9,16343,483,1211,1102,916,5923,1036,100,3191,534,2162,16656,312
2026-04-16,10,17016,459,1220,1095,894,6069,1044,109,3180,491,2212,16772,-244
2026-04-16,11,16790,440,1166,1101,881,6106,1035,108,3175,509,2244,16764,-27
2026-04-16,12,16678,429,1136,1108,868,6117,1030,104,3258,500,2227,16777,99
2026-04-16,13,16570,424,1111,1072,798,6170,995,104,3344,547,2136,16701,131
2026-04-16,14,16724,417,1099,1056,784,6178,1027,109,3331,581,2196,16777,53
2026-04-16,15,16651,417,1093,1038,858,6158,1037,106,3379,569,1856,16511,-140
2026-04-16,16,16537,425,1116,1073,977,6114,1052,106,3397,569,1790,16619,82
2026-04-16,17,16589,437,1139,1147,1010,6075,1072,109,3251,569,1869,16677,88
2026-04-16,18,16745,439,1149,1130,1005,5999,1087,108,3266,542,2011,16735,-9
2026-04-16,19,16712,464,1181,1123,1023,6027,1126,106,3321,528,1894,16792,80
2026-04-16,20,16886,481,1218,1118,1023,6111,1149,106,3370,529,1815,16920,33
2026-04-16,21,16418,493,1216,1053,984,5945,1113,103,3344,523,1769,16544,126
2026-04-16,22,15611,483,1181,984,913,5585,1035,100,3251,494,1674,15699,88
2026-04-16,23,14766,473,1185,915,841,5238,951,98,3066,466,1576,14809,44
2026-04-16,24,14300,460,1169,874,794,4928,891,97,3205,472,1612,14503,203
2026-04-17,1,13817,450,1165,830,777,4707,854,100,2903,465,1592,13842,25
2026-04-17,2,13240,444,1159,798,751,4568,831,102,2688,456,1645,13442,202
2026-04-17,3,13099,439,1148,782,747,4473,814,102,2587,451,1656,13199,100
2026-04-17,4,13057,444,1112,781,750,4486,820,103,2566,428,1753,13244,187
2026-04-17,5,13543,445,1121,828,797,4654,858,106,2650,430,1869,13759,215
2026-04-17,6,14747,455,1174,919,877,5017,949,107,2852,502,2021,14873,126
2026-04-17,7,16003,474,1217,972,887,5434,1032,113,3073,523,2150,15878,-126
2026-04-17,8,16247,496,1188,957,805,5682,1021,111,3212,563,2151,16185,-62
2026-04-17,9,15907,498,1119,931,715,5787,941,110,3267,550,1846,15764,-143
2026-04-17,10,15047,485,1096,911,582,5827,848,107,3269,549,1627,15300,253
2026-04-17,11,14784,476,1087,905,443,5838,784,103,3214,552,1540,14941,157
2026-04-17,12,14481,476,1086,901,408,5835,757,107,3137,540,1479,14724,243
2026-04-17,13,14431,472,1075,886,393,5849,730,102,3121,550,1449,14628,198
2026-04-17,14,14291,475,1062,883,387,5812,721,101,3046,546,1435,14468,178
2026-04-17,15,14331,474,1076,898,412,5774,727,102,3095,545,1471,14575,244
2026-04-17,16,14726,472,1073,933,517,5817,784,103,3060,557,1568,14884,158
2026-04-17,17,15308,478,1105,973,685,5847,879,105,3100,534,1646,15352,44
2026-04-17,18,15597,485,1151,981,854,5809,976,104,3114,526,1709,15710,112
