CREATED AT 2026/06/29 12:33:34 FOR 2026/06/30
Delivery Hour,Pricing Location,LMP,Energy Loss Price,Energy Congestion Price
19,ALLANBURG-LT.ENERCORP_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.ENERCORP_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.ENERCORP_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.ENERCORP_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.ENERCORP_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.ENERCORP_DRA,57.66,-1.96,0.00
1,ALLANBURG-LT.ENERNOC_DRA,44.12,-0.88,0.00
2,ALLANBURG-LT.ENERNOC_DRA,37.26,-0.19,0.00
3,ALLANBURG-LT.ENERNOC_DRA,37.48,0.00,0.00
4,ALLANBURG-LT.ENERNOC_DRA,37.34,-0.22,0.00
5,ALLANBURG-LT.ENERNOC_DRA,41.84,-0.38,0.00
6,ALLANBURG-LT.ENERNOC_DRA,39.34,-0.16,0.00
7,ALLANBURG-LT.ENERNOC_DRA,51.77,-0.83,0.00
8,ALLANBURG-LT.ENERNOC_DRA,55.37,-1.22,0.00
9,ALLANBURG-LT.ENERNOC_DRA,54.65,-1.58,0.00
10,ALLANBURG-LT.ENERNOC_DRA,63.16,-2.21,0.00
11,ALLANBURG-LT.ENERNOC_DRA,66.54,-2.46,0.00
12,ALLANBURG-LT.ENERNOC_DRA,75.49,-3.47,0.00
13,ALLANBURG-LT.ENERNOC_DRA,83.48,-3.67,0.00
14,ALLANBURG-LT.ENERNOC_DRA,85.61,-3.85,0.00
15,ALLANBURG-LT.ENERNOC_DRA,103.37,-4.76,0.00
16,ALLANBURG-LT.ENERNOC_DRA,129.19,-5.81,0.00
17,ALLANBURG-LT.ENERNOC_DRA,150.36,-5.26,0.00
18,ALLANBURG-LT.ENERNOC_DRA,189.63,-7.02,0.00
19,ALLANBURG-LT.ENERNOC_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.ENERNOC_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.ENERNOC_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.ENERNOC_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.ENERNOC_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.ENERNOC_DRA,57.66,-1.96,0.00
1,ALLANBURG-LT.ENPOWINC_DRA,44.12,-0.88,0.00
2,ALLANBURG-LT.ENPOWINC_DRA,37.26,-0.19,0.00
3,ALLANBURG-LT.ENPOWINC_DRA,37.48,0.00,0.00
4,ALLANBURG-LT.ENPOWINC_DRA,37.34,-0.22,0.00
5,ALLANBURG-LT.ENPOWINC_DRA,41.84,-0.38,0.00
6,ALLANBURG-LT.ENPOWINC_DRA,39.34,-0.16,0.00
7,ALLANBURG-LT.ENPOWINC_DRA,51.77,-0.83,0.00
8,ALLANBURG-LT.ENPOWINC_DRA,55.37,-1.22,0.00
9,ALLANBURG-LT.ENPOWINC_DRA,54.65,-1.58,0.00
10,ALLANBURG-LT.ENPOWINC_DRA,63.16,-2.21,0.00
11,ALLANBURG-LT.ENPOWINC_DRA,66.54,-2.46,0.00
12,ALLANBURG-LT.ENPOWINC_DRA,75.49,-3.47,0.00
13,ALLANBURG-LT.ENPOWINC_DRA,83.48,-3.67,0.00
14,ALLANBURG-LT.ENPOWINC_DRA,85.61,-3.85,0.00
15,ALLANBURG-LT.ENPOWINC_DRA,103.37,-4.76,0.00
16,ALLANBURG-LT.ENPOWINC_DRA,129.19,-5.81,0.00
17,ALLANBURG-LT.ENPOWINC_DRA,150.36,-5.26,0.00
18,ALLANBURG-LT.ENPOWINC_DRA,189.63,-7.02,0.00
19,ALLANBURG-LT.ENPOWINC_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.ENPOWINC_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.ENPOWINC_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.ENPOWINC_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.ENPOWINC_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.ENPOWINC_DRA,57.66,-1.96,0.00
1,ALLANBURG-LT.NRGCS_DRA,44.12,-0.88,0.00
2,ALLANBURG-LT.NRGCS_DRA,37.26,-0.19,0.00
3,ALLANBURG-LT.NRGCS_DRA,37.48,0.00,0.00
4,ALLANBURG-LT.NRGCS_DRA,37.34,-0.22,0.00
5,ALLANBURG-LT.NRGCS_DRA,41.84,-0.38,0.00
6,ALLANBURG-LT.NRGCS_DRA,39.34,-0.16,0.00
7,ALLANBURG-LT.NRGCS_DRA,51.77,-0.83,0.00
8,ALLANBURG-LT.NRGCS_DRA,55.37,-1.22,0.00
9,ALLANBURG-LT.NRGCS_DRA,54.65,-1.58,0.00
10,ALLANBURG-LT.NRGCS_DRA,63.16,-2.21,0.00
11,ALLANBURG-LT.NRGCS_DRA,66.54,-2.46,0.00
12,ALLANBURG-LT.NRGCS_DRA,75.49,-3.47,0.00
13,ALLANBURG-LT.NRGCS_DRA,83.48,-3.67,0.00
14,ALLANBURG-LT.NRGCS_DRA,85.61,-3.85,0.00
15,ALLANBURG-LT.NRGCS_DRA,103.37,-4.76,0.00
16,ALLANBURG-LT.NRGCS_DRA,129.19,-5.81,0.00
17,ALLANBURG-LT.NRGCS_DRA,150.36,-5.26,0.00
18,ALLANBURG-LT.NRGCS_DRA,189.63,-7.02,0.00
19,ALLANBURG-LT.NRGCS_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.NRGCS_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.NRGCS_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.NRGCS_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.NRGCS_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.NRGCS_DRA,57.66,-1.96,0.00
1,ALLANBURG-LT.NRSTORCI_DRA,44.12,-0.88,0.00
2,ALLANBURG-LT.NRSTORCI_DRA,37.26,-0.19,0.00
3,ALLANBURG-LT.NRSTORCI_DRA,37.48,0.00,0.00
4,ALLANBURG-LT.NRSTORCI_DRA,37.34,-0.22,0.00
5,ALLANBURG-LT.NRSTORCI_DRA,41.84,-0.38,0.00
6,ALLANBURG-LT.NRSTORCI_DRA,39.34,-0.16,0.00
7,ALLANBURG-LT.NRSTORCI_DRA,51.77,-0.83,0.00
8,ALLANBURG-LT.NRSTORCI_DRA,55.37,-1.22,0.00
9,ALLANBURG-LT.NRSTORCI_DRA,54.65,-1.58,0.00
10,ALLANBURG-LT.NRSTORCI_DRA,63.16,-2.21,0.00
11,ALLANBURG-LT.NRSTORCI_DRA,66.54,-2.46,0.00
12,ALLANBURG-LT.NRSTORCI_DRA,75.49,-3.47,0.00
13,ALLANBURG-LT.NRSTORCI_DRA,83.48,-3.67,0.00
14,ALLANBURG-LT.NRSTORCI_DRA,85.61,-3.85,0.00
15,ALLANBURG-LT.NRSTORCI_DRA,103.37,-4.76,0.00
16,ALLANBURG-LT.NRSTORCI_DRA,129.19,-5.81,0.00
17,ALLANBURG-LT.NRSTORCI_DRA,150.36,-5.26,0.00
18,ALLANBURG-LT.NRSTORCI_DRA,189.63,-7.02,0.00
19,ALLANBURG-LT.NRSTORCI_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.NRSTORCI_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.NRSTORCI_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.NRSTORCI_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.NRSTORCI_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.NRSTORCI_DRA,57.66,-1.96,0.00
1,ALLANBURG-LT.RODANCI_DRA,44.12,-0.88,0.00
2,ALLANBURG-LT.RODANCI_DRA,37.26,-0.19,0.00
3,ALLANBURG-LT.RODANCI_DRA,37.48,0.00,0.00
4,ALLANBURG-LT.RODANCI_DRA,37.34,-0.22,0.00
5,ALLANBURG-LT.RODANCI_DRA,41.84,-0.38,0.00
6,ALLANBURG-LT.RODANCI_DRA,39.34,-0.16,0.00
7,ALLANBURG-LT.RODANCI_DRA,51.77,-0.83,0.00
8,ALLANBURG-LT.RODANCI_DRA,55.37,-1.22,0.00
9,ALLANBURG-LT.RODANCI_DRA,54.65,-1.58,0.00
10,ALLANBURG-LT.RODANCI_DRA,63.16,-2.21,0.00
11,ALLANBURG-LT.RODANCI_DRA,66.54,-2.46,0.00
12,ALLANBURG-LT.RODANCI_DRA,75.49,-3.47,0.00
13,ALLANBURG-LT.RODANCI_DRA,83.48,-3.67,0.00
14,ALLANBURG-LT.RODANCI_DRA,85.61,-3.85,0.00
15,ALLANBURG-LT.RODANCI_DRA,103.37,-4.76,0.00
16,ALLANBURG-LT.RODANCI_DRA,129.19,-5.81,0.00
17,ALLANBURG-LT.RODANCI_DRA,150.36,-5.26,0.00
18,ALLANBURG-LT.RODANCI_DRA,189.63,-7.02,0.00
19,ALLANBURG-LT.RODANCI_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.RODANCI_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.RODANCI_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.RODANCI_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.RODANCI_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.RODANCI_DRA,57.66,-1.96,0.00
1,ALLANBURG-LT.VOLTUS_DRA,44.12,-0.88,0.00
2,ALLANBURG-LT.VOLTUS_DRA,37.26,-0.19,0.00
3,ALLANBURG-LT.VOLTUS_DRA,37.48,0.00,0.00
4,ALLANBURG-LT.VOLTUS_DRA,37.34,-0.22,0.00
5,ALLANBURG-LT.VOLTUS_DRA,41.84,-0.38,0.00
6,ALLANBURG-LT.VOLTUS_DRA,39.34,-0.16,0.00
7,ALLANBURG-LT.VOLTUS_DRA,51.77,-0.83,0.00
8,ALLANBURG-LT.VOLTUS_DRA,55.37,-1.22,0.00
9,ALLANBURG-LT.VOLTUS_DRA,54.65,-1.58,0.00
10,ALLANBURG-LT.VOLTUS_DRA,63.16,-2.21,0.00
11,ALLANBURG-LT.VOLTUS_DRA,66.54,-2.46,0.00
12,ALLANBURG-LT.VOLTUS_DRA,75.49,-3.47,0.00
13,ALLANBURG-LT.VOLTUS_DRA,83.48,-3.67,0.00
14,ALLANBURG-LT.VOLTUS_DRA,85.61,-3.85,0.00
15,ALLANBURG-LT.VOLTUS_DRA,103.37,-4.76,0.00
16,ALLANBURG-LT.VOLTUS_DRA,129.19,-5.81,0.00
17,ALLANBURG-LT.VOLTUS_DRA,150.36,-5.26,0.00
18,ALLANBURG-LT.VOLTUS_DRA,189.63,-7.02,0.00
19,ALLANBURG-LT.VOLTUS_DRA,229.39,-9.41,0.00
20,ALLANBURG-LT.VOLTUS_DRA,230.28,-8.52,0.00
21,ALLANBURG-LT.VOLTUS_DRA,145.17,-5.08,0.00
22,ALLANBURG-LT.VOLTUS_DRA,129.49,-5.44,0.00
23,ALLANBURG-LT.VOLTUS_DRA,57.66,-1.67,0.00
24,ALLANBURG-LT.VOLTUS_DRA,57.66,-1.96,0.00
1,ALLISTON-LT.LFT2,45.05,0.05,0.00
2,ALLISTON-LT.LFT2,37.49,0.04,0.00
3,ALLISTON-LT.LFT2,37.52,0.04,0.00
4,ALLISTON-LT.LFT2,37.64,0.08,0.00
5,ALLISTON-LT.LFT2,42.32,0.10,0.00
6,ALLISTON-LT.LFT2,39.61,0.12,0.00
7,ALLISTON-LT.LFT2,52.62,0.02,0.00
8,ALLISTON-LT.LFT2,56.55,-0.03,0.00
9,ALLISTON-LT.LFT2,56.09,-0.14,0.00
10,ALLISTON-LT.LFT2,65.08,-0.30,0.00
11,ALLISTON-LT.LFT2,68.48,-0.52,0.00
12,ALLISTON-LT.LFT2,78.22,-0.75,0.00
13,ALLISTON-LT.LFT2,86.37,-0.78,0.00
14,ALLISTON-LT.LFT2,88.44,-1.02,0.00
15,ALLISTON-LT.LFT2,106.95,-1.18,0.00
16,ALLISTON-LT.LFT2,133.72,-1.28,0.00
17,ALLISTON-LT.LFT2,154.29,-1.33,0.00
18,ALLISTON-LT.LFT2,195.36,-1.29,0.00
19,ALLISTON-LT.LFT2,237.47,-1.33,0.00
20,ALLISTON-LT.LFT2,237.71,-1.09,0.00
21,ALLISTON-LT.LFT2,149.50,-0.75,0.00
22,ALLISTON-LT.LFT2,134.31,-0.61,0.00
23,ALLISTON-LT.LFT2,59.33,0.00,0.00
24,ALLISTON-LT.LFT2,59.74,0.12,0.00
1,ALMONTE-LT.LFJQ,47.12,2.12,0.00
2,ALMONTE-LT.LFJQ,39.17,1.72,0.00
3,ALMONTE-LT.LFJQ,39.16,1.68,0.00
4,ALMONTE-LT.LFJQ,39.26,1.69,0.00
5,ALMONTE-LT.LFJQ,44.11,1.90,0.00
6,ALMONTE-LT.LFJQ,41.10,1.60,0.00
7,ALMONTE-LT.LFJQ,55.08,2.48,0.00
8,ALMONTE-LT.LFJQ,59.19,2.60,0.00
9,ALMONTE-LT.LFJQ,58.64,2.40,0.00
10,ALMONTE-LT.LFJQ,67.89,2.51,0.00
11,ALMONTE-LT.LFJQ,71.95,2.95,0.00
12,ALMONTE-LT.LFJQ,82.26,3.29,0.00
13,ALMONTE-LT.LFJQ,89.11,1.96,0.00
14,ALMONTE-LT.LFJQ,91.01,1.55,0.00
15,ALMONTE-LT.LFJQ,109.78,1.65,0.00
16,ALMONTE-LT.LFJQ,137.06,2.06,0.00
17,ALMONTE-LT.LFJQ,157.03,1.41,0.00
18,ALMONTE-LT.LFJQ,198.43,1.79,0.00
19,ALMONTE-LT.LFJQ,240.48,1.68,0.00
20,ALMONTE-LT.LFJQ,240.48,1.68,0.00
21,ALMONTE-LT.LFJQ,151.92,1.67,0.00
22,ALMONTE-LT.LFJQ,136.43,1.50,0.00
23,ALMONTE-LT.LFJQ,60.98,1.65,0.00
24,ALMONTE-LT.LFJQ,61.78,2.16,0.00
1,ALMONTEBESS1-LT.BATT_LF1,47.12,2.12,0.00
2,ALMONTEBESS1-LT.BATT_LF1,39.17,1.72,0.00
3,ALMONTEBESS1-LT.BATT_LF1,39.16,1.68,0.00
4,ALMONTEBESS1-LT.BATT_LF1,39.26,1.69,0.00
5,ALMONTEBESS1-LT.BATT_LF1,44.11,1.90,0.00
6,ALMONTEBESS1-LT.BATT_LF1,41.10,1.60,0.00
7,ALMONTEBESS1-LT.BATT_LF1,55.08,2.48,0.00
8,ALMONTEBESS1-LT.BATT_LF1,59.19,2.60,0.00
9,ALMONTEBESS1-LT.BATT_LF1,58.64,2.40,0.00
10,ALMONTEBESS1-LT.BATT_LF1,67.89,2.51,0.00
11,ALMONTEBESS1-LT.BATT_LF1,71.95,2.95,0.00
12,ALMONTEBESS1-LT.BATT_LF1,82.26,3.29,0.00
13,ALMONTEBESS1-LT.BATT_LF1,89.11,1.96,0.00
14,ALMONTEBESS1-LT.BATT_LF1,91.01,1.55,0.00
15,ALMONTEBESS1-LT.BATT_LF1,109.78,1.65,0.00
16,ALMONTEBESS1-LT.BATT_LF1,137.06,2.06,0.00
17,ALMONTEBESS1-LT.BATT_LF1,157.03,1.41,0.00
18,ALMONTEBESS1-LT.BATT_LF1,198.43,1.79,0.00
19,ALMONTEBESS1-LT.BATT_LF1,240.48,1.68,0.00
20,ALMONTEBESS1-LT.BATT_LF1,240.48,1.68,0.00
21,ALMONTEBESS1-LT.BATT_LF1,151.92,1.67,0.00
22,ALMONTEBESS1-LT.BATT_LF1,136.43,1.50,0.00
23,ALMONTEBESS1-LT.BATT_LF1,60.98,1.65,0.00
24,ALMONTEBESS1-LT.BATT_LF1,61.78,2.16,0.00
1,ALMONTEBESS1-LT.BATT_TG1,47.12,2.12,0.00
2,ALMONTEBESS1-LT.BATT_TG1,39.17,1.72,0.00
3,ALMONTEBESS1-LT.BATT_TG1,39.16,1.68,0.00
4,ALMONTEBESS1-LT.BATT_TG1,39.26,1.69,0.00
5,ALMONTEBESS1-LT.BATT_TG1,44.11,1.90,0.00
6,ALMONTEBESS1-LT.BATT_TG1,41.10,1.60,0.00
7,ALMONTEBESS1-LT.BATT_TG1,55.08,2.48,0.00
8,ALMONTEBESS1-LT.BATT_TG1,59.19,2.60,0.00
9,ALMONTEBESS1-LT.BATT_TG1,58.64,2.40,0.00
10,ALMONTEBESS1-LT.BATT_TG1,67.89,2.51,0.00
11,ALMONTEBESS1-LT.BATT_TG1,71.95,2.95,0.00
12,ALMONTEBESS1-LT.BATT_TG1,82.26,3.29,0.00
13,ALMONTEBESS1-LT.BATT_TG1,89.11,1.96,0.00
14,ALMONTEBESS1-LT.BATT_TG1,91.01,1.55,0.00
15,ALMONTEBESS1-LT.BATT_TG1,109.78,1.65,0.00
16,ALMONTEBESS1-LT.BATT_TG1,137.06,2.06,0.00
17,ALMONTEBESS1-LT.BATT_TG1,157.03,1.41,0.00
18,ALMONTEBESS1-LT.BATT_TG1,198.43,1.79,0.00
19,ALMONTEBESS1-LT.BATT_TG1,240.48,1.68,0.00
20,ALMONTEBESS1-LT.BATT_TG1,240.48,1.68,0.00
21,ALMONTEBESS1-LT.BATT_TG1,151.92,1.67,0.00
22,ALMONTEBESS1-LT.BATT_TG1,136.43,1.50,0.00
23,ALMONTEBESS1-LT.BATT_TG1,60.98,1.65,0.00
24,ALMONTEBESS1-LT.BATT_TG1,61.78,2.16,0.00
1,ALMONTEBESS2-LT.BATT_LF2,47.12,2.12,0.00
2,ALMONTEBESS2-LT.BATT_LF2,39.17,1.72,0.00
3,ALMONTEBESS2-LT.BATT_LF2,39.16,1.68,0.00
4,ALMONTEBESS2-LT.BATT_LF2,39.26,1.69,0.00
5,ALMONTEBESS2-LT.BATT_LF2,44.11,1.90,0.00
6,ALMONTEBESS2-LT.BATT_LF2,41.10,1.60,0.00
7,ALMONTEBESS2-LT.BATT_LF2,55.08,2.48,0.00
8,ALMONTEBESS2-LT.BATT_LF2,59.19,2.60,0.00
9,ALMONTEBESS2-LT.BATT_LF2,58.64,2.40,0.00
10,ALMONTEBESS2-LT.BATT_LF2,67.89,2.51,0.00
11,ALMONTEBESS2-LT.BATT_LF2,71.95,2.95,0.00
12,ALMONTEBESS2-LT.BATT_LF2,82.26,3.29,0.00
13,ALMONTEBESS2-LT.BATT_LF2,89.11,1.96,0.00
14,ALMONTEBESS2-LT.BATT_LF2,91.01,1.55,0.00
15,ALMONTEBESS2-LT.BATT_LF2,109.78,1.65,0.00
16,ALMONTEBESS2-LT.BATT_LF2,137.06,2.06,0.00
17,ALMONTEBESS2-LT.BATT_LF2,157.03,1.41,0.00
18,ALMONTEBESS2-LT.BATT_LF2,198.43,1.79,0.00
19,ALMONTEBESS2-LT.BATT_LF2,240.48,1.68,0.00
20,ALMONTEBESS2-LT.BATT_LF2,240.48,1.68,0.00
21,ALMONTEBESS2-LT.BATT_LF2,151.92,1.67,0.00
22,ALMONTEBESS2-LT.BATT_LF2,136.43,1.50,0.00
23,ALMONTEBESS2-LT.BATT_LF2,60.98,1.65,0.00
24,ALMONTEBESS2-LT.BATT_LF2,61.78,2.16,0.00
1,ALMONTEBESS2-LT.BATT_TG2,47.12,2.12,0.00
2,ALMONTEBESS2-LT.BATT_TG2,39.17,1.72,0.00
3,ALMONTEBESS2-LT.BATT_TG2,39.16,1.68,0.00
4,ALMONTEBESS2-LT.BATT_TG2,39.26,1.69,0.00
5,ALMONTEBESS2-LT.BATT_TG2,44.11,1.90,0.00
6,ALMONTEBESS2-LT.BATT_TG2,41.10,1.60,0.00
7,ALMONTEBESS2-LT.BATT_TG2,55.08,2.48,0.00
8,ALMONTEBESS2-LT.BATT_TG2,59.19,2.60,0.00
9,ALMONTEBESS2-LT.BATT_TG2,58.64,2.40,0.00
10,ALMONTEBESS2-LT.BATT_TG2,67.89,2.51,0.00
11,ALMONTEBESS2-LT.BATT_TG2,71.95,2.95,0.00
12,ALMONTEBESS2-LT.BATT_TG2,82.26,3.29,0.00
13,ALMONTEBESS2-LT.BATT_TG2,89.11,1.96,0.00
14,ALMONTEBESS2-LT.BATT_TG2,91.01,1.55,0.00
15,ALMONTEBESS2-LT.BATT_TG2,109.78,1.65,0.00
16,ALMONTEBESS2-LT.BATT_TG2,137.06,2.06,0.00
17,ALMONTEBESS2-LT.BATT_TG2,157.03,1.41,0.00
18,ALMONTEBESS2-LT.BATT_TG2,198.43,1.79,0.00
19,ALMONTEBESS2-LT.BATT_TG2,240.48,1.68,0.00
20,ALMONTEBESS2-LT.BATT_TG2,240.48,1.68,0.00
21,ALMONTEBESS2-LT.BATT_TG2,151.92,1.67,0.00
22,ALMONTEBESS2-LT.BATT_TG2,136.43,1.50,0.00
23,ALMONTEBESS2-LT.BATT_TG2,60.98,1.65,0.00
24,ALMONTEBESS2-LT.BATT_TG2,61.78,2.16,0.00
1,AMARANTH-LT.AG_T1,44.42,-0.58,0.00
2,AMARANTH-LT.AG_T1,37.04,-0.41,0.00
3,AMARANTH-LT.AG_T1,37.11,-0.37,0.00
4,AMARANTH-LT.AG_T1,37.23,-0.34,0.00
5,AMARANTH-LT.AG_T1,41.88,-0.34,0.00
6,AMARANTH-LT.AG_T1,39.34,-0.16,0.00
7,AMARANTH-LT.AG_T1,52.18,-0.42,0.00
8,AMARANTH-LT.AG_T1,56.08,-0.50,0.00
9,AMARANTH-LT.AG_T1,55.57,-0.67,0.00
10,AMARANTH-LT.AG_T1,64.47,-0.90,0.00
11,AMARANTH-LT.AG_T1,67.91,-1.09,0.00
12,AMARANTH-LT.AG_T1,77.57,-1.40,0.00
13,AMARANTH-LT.AG_T1,85.69,-1.46,0.00
14,AMARANTH-LT.AG_T1,87.88,-1.58,0.00
15,AMARANTH-LT.AG_T1,106.22,-1.91,0.00
16,AMARANTH-LT.AG_T1,132.74,-2.26,0.00
17,AMARANTH-LT.AG_T1,153.47,-2.15,0.00
18,AMARANTH-LT.AG_T1,194.32,-2.33,0.00
19,AMARANTH-LT.AG_T1,236.67,-2.13,0.00
20,AMARANTH-LT.AG_T1,237.37,-1.42,0.00
21,AMARANTH-LT.AG_T1,148.91,-1.34,0.00
22,AMARANTH-LT.AG_T1,133.86,-1.07,0.00
23,AMARANTH-LT.AG_T1,58.74,-0.59,0.00
24,AMARANTH-LT.AG_T1,59.08,-0.53,0.00
1,AMARANTH-LT.AG_T2,44.47,-0.53,0.00
2,AMARANTH-LT.AG_T2,37.04,-0.41,0.00
3,AMARANTH-LT.AG_T2,37.11,-0.37,0.00
4,AMARANTH-LT.AG_T2,37.27,-0.30,0.00
5,AMARANTH-LT.AG_T2,41.92,-0.29,0.00
6,AMARANTH-LT.AG_T2,39.38,-0.12,0.00
7,AMARANTH-LT.AG_T2,52.18,-0.42,0.00
8,AMARANTH-LT.AG_T2,56.14,-0.45,0.00
9,AMARANTH-LT.AG_T2,55.62,-0.61,0.00
10,AMARANTH-LT.AG_T2,64.54,-0.84,0.00
11,AMARANTH-LT.AG_T2,67.98,-1.02,0.00
12,AMARANTH-LT.AG_T2,77.65,-1.32,0.00
13,AMARANTH-LT.AG_T2,85.78,-1.37,0.00
14,AMARANTH-LT.AG_T2,87.96,-1.50,0.00
15,AMARANTH-LT.AG_T2,106.32,-1.81,0.00
16,AMARANTH-LT.AG_T2,133.00,-2.00,0.00
17,AMARANTH-LT.AG_T2,153.62,-2.00,0.00
18,AMARANTH-LT.AG_T2,194.51,-2.14,0.00
19,AMARANTH-LT.AG_T2,236.90,-1.90,0.00
20,AMARANTH-LT.AG_T2,237.37,-1.42,0.00
21,AMARANTH-LT.AG_T2,149.06,-1.19,0.00
22,AMARANTH-LT.AG_T2,133.99,-0.94,0.00
23,AMARANTH-LT.AG_T2,58.80,-0.53,0.00
24,AMARANTH-LT.AG_T2,59.08,-0.53,0.00
1,AMARANTH-LT.FA11,44.42,-0.58,0.00
2,AMARANTH-LT.FA11,37.04,-0.41,0.00
3,AMARANTH-LT.FA11,37.11,-0.37,0.00
4,AMARANTH-LT.FA11,37.23,-0.34,0.00
5,AMARANTH-LT.FA11,41.88,-0.34,0.00
6,AMARANTH-LT.FA11,39.34,-0.16,0.00
7,AMARANTH-LT.FA11,52.18,-0.42,0.00
8,AMARANTH-LT.FA11,56.08,-0.50,0.00
9,AMARANTH-LT.FA11,55.57,-0.67,0.00
10,AMARANTH-LT.FA11,64.47,-0.90,0.00
11,AMARANTH-LT.FA11,67.91,-1.09,0.00
12,AMARANTH-LT.FA11,77.57,-1.40,0.00
13,AMARANTH-LT.FA11,85.69,-1.46,0.00
14,AMARANTH-LT.FA11,87.88,-1.58,0.00
15,AMARANTH-LT.FA11,106.22,-1.91,0.00
16,AMARANTH-LT.FA11,132.74,-2.26,0.00
17,AMARANTH-LT.FA11,153.47,-2.15,0.00
18,AMARANTH-LT.FA11,194.32,-2.33,0.00
19,AMARANTH-LT.FA11,236.67,-2.13,0.00
20,AMARANTH-LT.FA11,237.37,-1.42,0.00
21,AMARANTH-LT.FA11,148.91,-1.34,0.00
22,AMARANTH-LT.FA11,133.86,-1.07,0.00
23,AMARANTH-LT.FA11,58.74,-0.59,0.00
24,AMARANTH-LT.FA11,59.08,-0.53,0.00
1,AMHERSTCGS-LT.AG_T1,45.87,0.87,0.00
2,AMHERSTCGS-LT.AG_T1,38.10,0.65,0.00
3,AMHERSTCGS-LT.AG_T1,38.01,0.53,0.00
4,AMHERSTCGS-LT.AG_T1,37.99,0.42,0.00
5,AMHERSTCGS-LT.AG_T1,42.73,0.51,0.00
6,AMHERSTCGS-LT.AG_T1,39.69,0.20,0.00
7,AMHERSTCGS-LT.AG_T1,53.13,0.53,0.00
8,AMHERSTCGS-LT.AG_T1,57.16,0.57,0.00
9,AMHERSTCGS-LT.AG_T1,56.74,0.51,0.00
10,AMHERSTCGS-LT.AG_T1,65.77,0.39,0.00
11,AMHERSTCGS-LT.AG_T1,69.42,0.42,0.00
12,AMHERSTCGS-LT.AG_T1,79.44,0.48,0.00
13,AMHERSTCGS-LT.AG_T1,86.54,-0.61,0.00
14,AMHERSTCGS-LT.AG_T1,88.75,-0.71,0.00
15,AMHERSTCGS-LT.AG_T1,106.85,-1.28,0.00
16,AMHERSTCGS-LT.AG_T1,132.87,-2.13,0.00
17,AMHERSTCGS-LT.AG_T1,152.87,-2.75,0.00
18,AMHERSTCGS-LT.AG_T1,193.36,-3.29,0.00
19,AMHERSTCGS-LT.AG_T1,235.27,-3.53,0.00
20,AMHERSTCGS-LT.AG_T1,234.35,-4.45,0.00
21,AMHERSTCGS-LT.AG_T1,147.30,-2.95,0.00
22,AMHERSTCGS-LT.AG_T1,132.54,-2.39,0.00
23,AMHERSTCGS-LT.AG_T1,59.10,-0.24,0.00
24,AMHERSTCGS-LT.AG_T1,59.32,-0.30,0.00
1,ANDREWS-LT.AG12,42.10,-2.90,0.00
2,ANDREWS-LT.AG12,35.00,-2.45,0.00
3,ANDREWS-LT.AG12,34.96,-2.52,0.00
4,ANDREWS-LT.AG12,35.14,-2.42,0.00
5,ANDREWS-LT.AG12,39.45,-2.76,0.00
6,ANDREWS-LT.AG12,16.59,-4.64,-18.27
7,ANDREWS-LT.AG12,41.22,-6.90,-4.48
8,ANDREWS-LT.AG12,37.52,-9.15,-9.92
9,ANDREWS-LT.AG12,39.44,-9.33,-7.46
10,ANDREWS-LT.AG12,23.24,-10.58,-31.56
11,ANDREWS-LT.AG12,45.94,-12.77,-10.29
12,ANDREWS-LT.AG12,43.22,-13.92,-21.82
13,ANDREWS-LT.AG12,42.25,-15.24,-29.66
14,ANDREWS-LT.AG12,47.50,-16.61,-25.35
15,ANDREWS-LT.AG12,32.83,-20.15,-55.15
16,ANDREWS-LT.AG12,21.72,-25.78,-87.51
17,ANDREWS-LT.AG12,21.42,-29.61,-104.58
